fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,alcohol,high_quality
12.0,1.23,0.18,14.4,0.021,51.0,252.9,,3.58,9.8,0
9.1,0.9,0.49,12.5,0.176,36.0,208.2,0.9989,3.21,13.4,1
14.6,0.87,0.07,5.2,0.175,8.5,20.5,0.9939,3.34,9.8,0
13.2,1.42,0.43,10.1,0.133,3.8,183.9,0.9921,3.58,9.8,0
12.8,0.79,0.88,12.7,0.177,61.9,256.5,1.0008,3.95,9.0,0
6.1,0.99,0.45,4.2,0.019,70.7,57.4,0.996,3.6,9.9,1
15.3,0.58,0.82,4.2,,29.4,174.5,0.9929,3.51,12.6,1
5.5,1.44,0.88,9.4,0.155,66.5,98.1,1.0037,2.96,8.7,0
10.4,1.49,0.75,1.8,0.02,53.4,263.5,0.9941,3.13,,0
7.5,0.99,0.45,13.2,0.078,39.9,159.5,1.0032,2.92,11.3,0
10.9,0.55,0.22,8.4,0.105,,49.7,1.0035,3.16,13.4,1
6.0,1.26,0.19,2.8,0.199,48.9,255.9,0.9955,3.99,11.1,0
13.5,1.43,0.21,9.7,0.114,31.5,170.9,0.9915,3.12,10.8,1
13.3,1.39,0.61,13.2,0.027,19.5,204.2,0.9962,3.01,10.0,0
6.7,1.31,0.65,10.4,0.09,28.0,213.1,0.9973,3.19,14.5,1
10.4,,0.96,2.4,0.124,71.2,14.4,1.0028,3.22,11.6,1
9.8,0.72,0.53,1.4,0.081,2.2,75.9,0.9964,3.65,11.5,0
6.6,0.9,0.95,11.9,0.017,70.0,27.3,0.9962,3.33,8.8,1
14.0,1.49,0.41,3.3,0.028,59.0,66.6,0.9901,3.42,10.3,0
13.8,0.86,0.2,10.4,0.129,51.7,217.8,0.9954,3.98,8.5,0
15.8,1.48,0.61,8.1,0.063,21.1,45.2,1.0038,3.91,14.3,1
4.7,0.19,0.26,1.4,0.092,28.7,173.0,1.0009,3.28,12.8,0
6.4,0.66,0.75,2.3,0.189,31.7,74.2,0.9933,3.65,11.7,1
9.7,0.58,0.57,11.3,0.016,14.4,,1.0033,,10.3,1
4.6,1.55,0.87,11.8,0.163,11.2,264.6,0.9955,3.86,13.0,0
7.6,0.88,0.77,12.9,0.15,50.5,152.2,,3.95,8.3,0
10.1,1.43,0.07,7.5,0.144,49.0,168.9,0.9941,3.5,9.1,0
10.1,0.4,0.59,12.6,0.143,70.4,49.0,0.9979,3.39,14.3,1
6.3,1.18,0.14,10.3,0.146,2.1,106.2,1.0034,3.44,10.6,0
12.5,0.88,0.81,13.6,0.135,10.2,70.1,0.9964,3.3,9.2,0
13.1,0.5,0.67,13.0,0.154,35.0,187.4,1.0036,3.08,13.2,1
5.3,0.45,0.75,12.2,0.046,32.4,116.9,0.9927,3.86,,0
7.2,0.37,0.4,12.8,0.015,55.6,35.4,0.9926,3.13,11.9,1
10.3,1.44,0.96,11.6,0.067,66.5,76.3,0.9972,3.85,9.2,0
9.6,1.0,0.11,13.0,0.047,59.2,42.9,1.001,3.92,13.5,1
8.4,1.13,0.36,6.5,0.115,23.0,212.6,1.0003,3.23,12.2,0
6.4,0.93,0.98,10.2,0.067,1.7,57.9,1.0035,3.17,8.2,1
8.8,1.29,0.61,13.8,0.04,54.7,164.0,0.9929,3.47,9.3,0
13.7,1.43,0.84,6.9,0.068,10.9,113.9,1.0013,3.97,11.0,0
,0.66,0.74,1.3,0.181,66.2,117.2,0.9996,3.33,9.7,1
5.9,1.44,0.79,3.5,0.089,15.1,202.5,0.9959,3.54,15.0,1
10.7,0.46,0.12,11.0,0.148,61.1,134.9,1.0013,3.85,11.5,1
,0.94,0.9,8.3,0.158,28.2,234.0,0.9976,3.05,8.5,0
7.8,1.59,0.63,7.3,0.198,11.3,34.2,1.0024,2.9,8.9,0
7.1,0.47,0.98,1.8,0.064,13.4,61.3,0.9976,3.14,11.5,0
9.9,0.12,0.84,,0.048,59.6,102.8,1.0033,3.82,12.8,1
10.9,0.62,0.46,3.9,0.04,62.0,122.2,0.9917,3.08,13.4,1
11.2,0.73,0.34,3.2,0.034,48.6,266.6,0.9924,3.73,9.5,1
6.9,1.18,1.0,,0.097,50.9,217.5,0.9996,3.85,8.7,0
11.6,1.35,0.86,14.5,0.12,37.0,260.5,0.9984,3.47,8.3,0
7.2,0.99,0.79,10.0,0.098,39.4,283.4,0.995,3.09,13.7,1
12.0,0.91,0.73,6.6,0.057,37.1,259.2,0.9935,3.33,14.8,1
12.3,0.45,0.83,6.7,0.057,49.9,247.9,0.9926,3.74,9.4,0
13.3,1.26,0.3,11.2,0.088,27.5,30.7,0.9951,3.01,10.0,0
13.0,0.62,0.92,2.4,0.137,62.7,276.1,0.9944,3.53,9.1,0
5.9,0.49,0.06,5.0,0.195,20.4,90.8,0.9908,3.55,11.8,0
12.7,1.21,0.3,1.9,0.123,69.6,231.6,0.9998,3.22,9.3,0
5.8,1.5,0.8,9.9,0.094,26.3,58.7,0.9923,3.91,13.4,1
9.2,1.26,0.84,10.9,0.024,28.2,177.3,0.99,3.02,10.6,0
10.8,1.06,0.01,3.6,0.13,13.9,244.8,0.9999,2.94,11.1,0
10.3,1.33,0.01,1.9,0.146,21.1,142.2,0.9969,3.38,11.5,0
,0.35,0.38,13.8,0.078,14.0,162.9,0.9946,2.91,11.6,0
12.5,0.11,0.32,3.2,0.1,43.4,77.9,1.0036,3.34,9.5,0
9.5,1.02,0.04,12.6,0.076,42.3,128.3,0.9946,3.99,12.3,1
9.8,0.32,0.75,6.4,0.117,31.8,202.0,0.994,,9.1,0
9.9,0.91,0.82,8.5,0.034,49.8,260.2,0.9928,3.65,9.2,0
14.7,0.48,0.01,7.3,0.094,65.7,242.1,0.9991,3.44,14.3,1
13.2,1.2,0.54,13.4,0.071,55.7,136.3,0.9924,3.15,8.9,0
14.9,0.88,0.5,7.3,0.137,52.6,244.1,0.9912,3.46,9.4,0
7.5,1.04,0.61,6.8,0.101,19.0,71.6,0.9927,3.06,14.4,1
9.3,1.16,0.29,10.6,0.06,,68.2,0.9912,3.56,13.5,1
14.9,1.43,,1.3,0.092,,119.9,0.9909,3.67,8.4,0
8.4,1.58,0.13,7.6,0.034,36.0,182.4,0.996,3.37,11.0,0
6.5,0.76,0.82,7.1,0.015,14.5,195.3,1.0005,3.05,11.9,0
15.2,1.33,0.53,3.9,0.011,4.2,177.2,0.9989,3.55,10.2,0
15.9,0.78,0.24,1.1,0.193,3.6,187.4,0.9938,3.8,14.7,1
14.3,0.87,0.68,3.4,0.087,28.5,7.6,0.9934,3.28,14.0,1
15.0,0.24,0.58,13.7,0.077,36.1,123.3,0.9944,3.07,8.3,0
7.3,1.16,0.54,2.5,0.034,3.2,178.0,0.9979,3.67,12.3,0
8.4,1.44,0.46,12.7,0.132,12.0,220.9,0.9908,3.77,9.1,0
5.1,1.24,0.49,13.8,0.165,35.5,152.6,0.9974,3.49,14.2,1
9.4,1.39,0.77,2.2,0.124,38.7,147.3,1.0001,3.18,9.9,0
10.5,1.13,0.15,,0.077,32.8,241.2,0.9952,4.0,9.8,0
15.8,,0.44,3.4,0.19,60.2,90.1,1.0013,2.93,13.7,1
12.2,0.76,0.4,3.7,0.138,20.9,78.8,0.9993,3.75,11.9,0
6.2,0.57,0.42,8.4,0.043,67.1,72.4,0.9971,3.58,14.3,1
10.7,1.58,0.39,10.3,0.055,38.9,8.4,0.9961,3.64,13.1,1
13.9,0.9,0.36,,0.097,26.5,186.0,1.0029,3.59,12.8,1
14.0,1.54,0.15,5.0,0.195,53.7,111.4,0.9925,3.58,9.3,0
12.9,0.39,0.98,9.0,0.106,50.5,150.7,0.9998,3.22,8.2,0
13.9,0.57,0.94,3.0,0.04,70.7,,0.9993,3.46,13.6,1
5.6,0.71,0.89,4.7,0.047,14.8,64.9,0.992,3.49,10.8,0
8.3,0.48,0.57,10.6,0.173,4.6,226.1,0.9901,2.95,13.0,0
7.7,0.34,0.65,13.3,0.105,53.7,174.1,0.9999,3.67,12.9,1
7.2,,,13.2,0.089,11.0,183.1,0.9999,3.11,14.7,1
13.3,0.75,0.19,1.1,0.086,57.5,178.0,0.9919,3.96,8.8,0
7.8,0.78,0.47,7.4,0.019,53.9,67.6,1.0016,3.61,10.3,1
5.8,1.06,0.39,12.9,0.144,54.4,20.3,0.9939,3.77,10.2,0
12.9,0.9,0.4,4.4,0.141,57.8,249.3,0.9992,3.54,8.8,0
11.8,0.43,0.88,12.8,0.022,67.6,11.8,1.0039,3.51,8.4,0
7.2,1.03,0.36,6.7,0.033,26.6,191.5,0.9959,2.97,11.8,1
12.3,0.66,0.71,11.5,0.044,52.1,217.8,0.9905,3.89,9.6,0
8.2,0.51,0.62,5.3,0.028,25.1,256.7,1.0024,3.92,14.4,1
5.5,0.61,0.5,9.2,0.119,36.8,160.8,0.9916,,13.2,1
11.7,0.88,0.77,1.9,0.105,26.0,36.4,1.0006,3.93,9.8,0
8.1,0.49,0.04,5.4,0.148,25.2,199.4,0.9976,3.29,14.5,1
14.2,0.88,0.57,13.5,0.059,39.1,226.8,,3.37,13.4,1
7.2,1.1,0.42,1.4,0.042,21.1,90.6,1.0013,3.85,9.8,0
9.9,1.12,0.88,9.4,0.098,5.5,287.7,0.9922,3.94,14.5,1
5.5,0.87,0.55,8.7,0.183,25.8,171.9,1.003,3.16,10.7,0
6.3,1.14,0.89,11.7,0.04,50.0,192.6,1.0033,3.27,9.8,1
15.8,0.51,0.5,3.6,0.198,45.1,208.4,0.9974,3.8,10.5,1
12.7,1.57,0.92,8.4,0.192,60.4,216.2,0.9994,2.91,9.3,0
12.7,0.11,0.61,13.9,0.07,11.8,68.6,1.001,3.19,12.6,1
6.5,0.9,0.04,5.3,0.105,58.8,212.9,0.9979,3.99,14.7,1
15.0,1.1,0.53,8.5,0.079,36.6,76.7,0.9991,3.55,12.8,1
6.9,1.5,0.73,8.7,0.163,23.6,250.4,0.9902,3.63,13.9,0
11.4,1.34,0.41,8.5,0.083,16.7,112.0,0.9964,3.9,11.2,0
8.8,0.76,0.25,4.7,0.083,58.8,221.5,0.9918,3.01,14.3,1
9.9,0.57,0.52,4.2,0.078,53.6,60.4,0.9942,3.29,8.6,0
5.3,1.05,0.55,1.9,0.162,45.4,172.9,0.9987,3.26,10.3,0
14.2,0.35,0.9,5.3,0.113,25.2,102.6,0.9982,3.1,14.6,1
4.9,0.29,0.56,7.3,0.158,14.2,24.3,0.9916,3.03,10.7,1
5.7,0.14,0.14,4.0,0.061,54.3,34.2,1.0003,3.78,8.4,0
9.3,0.47,1.0,5.4,0.064,19.1,170.1,,3.28,14.9,1
15.0,1.36,0.98,12.1,0.017,50.7,105.9,0.9951,3.14,14.0,1
11.6,1.07,0.12,2.5,0.053,49.3,224.5,1.0039,3.19,8.9,0
6.9,1.31,0.94,12.8,0.161,33.7,14.8,0.9963,3.45,9.6,0
6.4,0.16,0.77,12.0,0.189,51.9,215.3,0.9963,3.85,14.2,1
7.4,0.53,0.0,8.0,0.166,51.3,38.6,0.9957,2.92,11.1,1
11.0,0.25,0.02,9.6,0.104,34.9,8.3,1.0024,3.82,11.1,0
10.5,1.07,0.55,10.4,0.129,70.7,126.4,0.9972,3.21,13.7,1
15.2,1.51,0.65,2.5,0.038,35.7,207.4,,3.75,8.6,0
15.4,1.49,0.28,9.2,0.017,68.4,86.4,1.0022,3.4,12.5,1
9.8,1.06,0.96,7.9,0.103,46.5,87.9,0.9976,3.61,10.1,1
14.4,0.15,0.31,10.1,0.029,63.9,68.4,1.0032,3.2,13.1,1
8.6,1.04,0.62,8.5,0.05,26.4,285.6,0.9997,3.55,8.9,0
6.3,0.25,0.52,5.1,0.083,25.1,107.8,0.992,3.91,8.2,0
15.5,0.66,0.98,7.2,0.031,37.7,182.8,0.9969,3.38,9.3,0
5.9,0.45,0.15,6.0,0.071,15.5,231.5,0.9964,3.12,14.1,1
6.8,0.42,0.9,11.2,0.015,39.1,258.4,1.0035,3.11,14.0,1
12.6,0.88,,3.0,0.079,10.9,267.0,0.9921,,11.9,1
11.9,0.7,0.81,10.8,0.023,7.3,285.6,1.0025,3.66,8.7,0
8.8,0.79,0.15,9.6,0.036,8.1,99.0,0.995,3.08,11.7,1
14.7,1.11,0.05,3.5,0.09,49.9,25.0,0.9976,3.63,8.1,0
11.4,0.17,0.23,12.7,0.1,67.6,222.4,0.9971,2.93,13.4,1
13.3,0.72,0.67,11.9,0.031,48.2,243.5,1.0039,3.15,9.4,1
6.0,0.93,0.88,9.3,0.124,6.5,86.7,0.9982,3.79,14.2,1
8.9,0.92,0.52,4.5,0.113,14.4,54.5,1.0014,3.4,8.6,0
7.4,1.03,0.07,9.8,0.091,5.3,95.5,0.9964,2.94,11.1,1
15.2_err,0.1,0.97,5.8,0.042,18.2,188.7,0.9964,2.92,14.7,1
11.1,1.31,0.22,10.2,0.115,12.0,40.7,0.9924,3.29,10.1,0
14.2,0.7,0.37,7.2,0.027,44.0,141.7,1.0019,3.09,10.9,0
4.8,,0.91,11.6,,2.1,215.3,0.9986,3.86,13.2,1
13.3,0.73,0.4,3.9,0.166,26.3,272.8,0.993,3.28,11.6,0
8.1_err,0.6,0.56,5.6,0.064,11.5,202.0,0.9926,3.18,10.0,0
5.2,0.68,0.49,2.1,0.179,63.9,109.3,1.0001,3.98,12.2,1
6.0,1.39,0.6,8.5,0.052,27.4,108.1,0.9977,3.5,8.2,0
8.2,1.4,0.72,2.0,0.011,52.6,84.4,1.0037,3.99,14.1,1
5.9,1.32,0.74,11.9,0.142,28.6,159.7,0.9957,3.84,12.6,0
5.3,1.31,0.09,8.5,0.046,8.3,15.8,0.9946,3.95,10.8,0
5.8,0.83,0.69,9.2,0.076,62.7,254.8,0.9937,3.07,8.8,0
14.6,0.26,0.07,14.6,0.14,18.9,244.5,1.0014,3.31,12.6,1
8.9,0.52,0.88,13.6,0.136,50.9,39.6,1.003,3.98,14.5,1
9.5,1.05,0.4,11.2,0.111,66.0,19.2,0.9921,3.56,13.1,0
10.1,0.35,0.18,12.9,0.07,54.6,149.1,0.9928,3.14,14.4,1
13.5,0.87,0.06,12.1,0.134,44.8,194.2,0.9975,3.94,11.0,0
7.2,0.98,0.78,6.1,0.193,2.7,239.2,0.9948,2.94,13.5,1
12.3,1.12,0.68,10.8,0.025,36.6,85.6,0.9944,3.1,13.3,1
14.6,0.48,0.2,6.9,0.081,51.9,223.4,0.991,3.51,11.1,1
15.4,0.6,0.62,12.3,0.052,57.1,157.7,1.0003,3.13,8.7,0
12.5,0.97,0.42,3.1,0.101,2.1,52.8,0.9938,3.87,9.4,0
15.9,1.0,0.69,12.8,0.187,58.1,32.0,0.9992,3.06,10.4,1
14.8,0.27,0.01,4.7,0.044,22.7,68.1,0.9954,,14.5,1
12.2,0.17,0.94,1.2,0.167,15.8,272.3,0.9949,3.57,8.1,0
14.9,0.33,0.41,14.4,0.18,44.7,70.7,0.99,3.3,12.0,1
13.2,1.02,0.36,10.1,0.021,66.3,25.1,0.9934,3.18,10.1,0
10.5,1.05,0.62,14.4,0.026,48.9,263.6,0.9962,3.7,9.9,0
10.2,0.34,0.49,8.9,0.174,46.3,154.2,1.0012,3.71,11.5,1
15.8,0.8,0.29,4.8,0.102,57.9,99.6,0.9918,3.62,,1
12.7,1.09,0.12,5.2,0.172,18.8,39.7,0.998,3.0,11.1,1
7.3,0.81,0.96,13.9,0.185,10.2,56.8,1.0013,3.75,9.6,0
12.6,1.55,0.38,5.2,0.107,13.2,83.3,0.999,3.46,13.5,1
4.8,1.05,0.91,3.6,0.061,33.8,214.7,0.9953,3.49,12.7,0
7.4,,0.28,14.6,0.119,30.4,211.4,1.0024,3.99,8.0,0
14.9,1.57,0.38,10.5,0.077,29.8,,0.9937,3.41,9.0,0
12.6,0.56,0.46,6.5,0.1,53.1,285.3,0.9972,3.33,10.2,0
15.7,0.4,0.27,3.4,0.054,45.0,19.1,0.9923,,8.1,0
13.4,1.15,0.45,7.6,0.064,,287.4,0.993,3.05,9.5,0
10.2,0.44,0.06,12.3,0.193,11.0,122.1,0.9957,3.06,10.8,1
8.2,0.69,0.41,14.7,0.107,14.5,257.6,0.9985,3.63,14.6,1
7.4,1.27,0.17,10.5,0.084,20.3,119.2,1.0025,3.19,14.3,1
11.1,0.21,0.25,8.9,0.109,41.4,208.3,1.0036,3.9,11.1,1
7.0,1.49,0.7,9.6,0.03,14.0,119.4,0.9951,3.36,12.7,1
10.4,0.9,0.66,9.5,0.045,17.7,146.3,0.9999,3.0,8.6,0
12.3,0.21,0.18,10.5,,18.7,137.9,1.0011,3.32,14.4,1
14.6,1.42,0.4,7.2,0.058,10.9,40.2,0.9963,3.07,13.9,0
14.6,0.62,0.58,8.0,0.132,41.4,240.4,0.9954,3.03,12.9,1
5.5,0.3,0.38,11.9,0.068,21.3,135.1,0.9939,3.3,9.1,0
12.2,1.07,0.12,2.7,0.158,26.9,175.6,1.0037,3.49,11.8,0
9.2,1.41,0.7,7.9,0.03,34.5,38.9,0.9982,3.53,11.4,0
5.5,1.58,0.65,10.4,0.156,41.0,26.5,0.9975,3.08,14.0,1
11.9,0.54,0.84,9.0,0.037,52.1,120.3,0.9956,3.47,14.9,1
5.8,0.86,0.64,6.4,0.047,25.8,157.2,0.9989,3.4,14.2,1
8.0,1.49,0.98,7.3,0.128,30.7,29.1,0.9933,3.54,13.4,1
10.0,0.27,,11.5,0.079,14.6,129.6,1.0015,3.83,14.9,1
6.4,1.02,0.57,10.7,0.16,21.7,73.1,0.9902,3.94,11.4,0
8.3,0.56,0.15,1.9,0.18,2.4,213.7,0.9946,3.33,12.1,0
7.8,1.02,0.23,9.4,0.143,48.2,199.8,0.9961,3.23,8.1,0
11.7,1.55,0.23,4.5,0.152,12.9,232.0,1.0037,3.53,14.6,1
5.9,0.78,0.23,3.1,0.027,38.7,288.9,0.9922,3.12,14.7,1
15.8,0.37,0.82,3.9,0.156,62.3,203.5,0.9952,3.73,14.9,1
4.6,0.98,0.35,4.7,0.068,15.0,134.3,0.9978,3.91,9.8,0
13.0,1.19,0.46,4.6,0.068,22.4,184.2,1.0013,3.04,10.4,0
4.7,1.49,0.77,1.3,0.098,61.6,36.5,1.0004,3.1,11.7,1
7.3,1.54,0.88,14.0,0.017,32.6,9.8,0.9987,3.04,13.0,0
9.3,0.24,0.89,7.5,0.154,6.7,54.1,1.0008,3.41,11.8,1
9.0,0.94,0.05,12.1,0.113,13.9,99.5,0.9993,3.73,13.0,0
8.0,1.22,0.43,8.1,0.108,36.6,204.2,0.9943,3.95,13.2,1
13.1,0.85,0.57,8.5,0.038,15.9,113.6,0.994,2.99,10.1,1
14.6,1.04,0.85,4.9,0.057,66.7,170.6,0.992,3.02,9.4,0
10.5,1.16,0.78,3.7,0.088,14.1,27.8,0.995,3.46,12.1,1
11.5,0.88,0.36,8.1,0.063,11.7,84.8,0.9956,3.15,14.3,1
9.0,0.74,0.07,4.9,0.083,66.8,251.7,0.9937,,11.4,0
9.5,1.38,0.55,2.0,0.131,1.6,29.7,0.992,3.03,8.1,0
14.6,0.3,0.12,1.0,0.1,40.7,132.4,0.9974,3.95,10.6,1
7.7,0.41,0.61,3.1,0.188,66.0,173.3,0.9961,3.25,12.9,1
5.6,1.2,0.09,3.5,0.15,7.7,69.7,0.9928,3.35,10.9,0
9.2,0.52,0.13,9.3,0.162,51.4,269.1,0.9976,3.95,11.3,0
8.8,0.44,0.33,6.8,0.016,41.1,173.1,0.9996,3.93,14.3,1
14.3,1.06,0.46,5.0,0.068,49.7,111.6,0.9971,2.92,13.7,1
7.6,1.54,0.77,13.8,0.126,67.0,15.0,1.0011,3.65,12.3,0
8.1,0.38,0.07,9.7,0.105,44.9,193.8,0.9927,3.87,8.6,0
8.7,0.7,0.88,13.3,0.042,68.6,,0.9933,3.8,12.8,1
5.6,0.4,0.02,5.5,0.125,56.4,147.8,0.9905,3.39,13.9,1
5.7,0.93,0.49,3.0,0.031,51.5,244.2,0.992,3.49,14.5,1
13.6,1.53,0.31,8.8,0.01,59.2,186.6,1.0038,3.41,14.3,1
8.2,0.37,0.86,14.2,0.188,54.2,137.7,0.991,3.02,13.0,1
14.2,0.85,0.62,3.6,0.135,12.9,128.0,1.0036,3.25,13.6,0
5.9,1.42,0.79,8.3,0.134,67.6,45.4,0.9918,,11.2,0
13.7,0.53,0.86,9.7,0.139,35.3,51.0,0.9935,3.71,8.9,1
10.3,1.03,0.02,4.8,0.123,30.8,132.6,1.0008,3.83,14.6,1
9.7,1.39,0.75,9.3,0.138,19.5,47.4,1.0023,3.91,13.8,0
14.9,0.69,0.34,5.8,0.028,16.0,92.8,0.9988,2.9,,1
10.9,0.65,0.18,7.0,0.119,28.9,274.0,0.9994,3.7,10.0,0
12.7,1.2,0.15,8.9,0.167,44.3,43.2,0.9967,3.16,8.5,1
14.1,0.24,0.3,14.2,0.042,65.5,51.1,0.9995,3.77,12.8,1
11.6,0.76,0.46,7.0,0.098,2.9,197.5,0.9919,3.33,11.3,1
7.5,1.33,0.76,6.6,0.051,32.2,72.6,0.9917,3.84,14.4,0
,1.19,0.41,,0.077,28.1,247.9,0.99,3.26,9.3,0
11.7,0.21,0.24,6.7,0.149,42.6,142.0,0.9974,2.98,11.5,0
15.1,0.92,0.26,5.6,0.135,31.7,220.3,1.0016,3.95,11.0,0
13.8,0.92,0.02,4.9,0.191,67.0,70.2,0.9913,3.39,12.8,1
15.3,0.92,0.55,8.2,0.054,25.0,27.9,0.9915,3.55,10.2,1
5.6,1.09,0.65,14.1,,56.9,253.2,1.003,3.84,13.4,1
6.9,0.24,0.38,7.4,0.16,21.0,135.1,0.9922,3.81,9.8,0
12.0,0.44,0.81,12.5,0.161,26.0,160.6,1.0002,3.52,11.3,0
5.3,0.67,0.84,10.5,0.158,38.7,133.4,0.9922,3.98,,1
11.9,0.53,0.4,13.5,0.109,52.7,224.0,0.997,3.6,14.1,1
9.3,0.86,0.45,2.3,0.056,8.5,102.7,1.0,3.81,11.8,0
11.8,1.51,0.99,2.1,0.011,42.5,20.9,1.0035,3.07,10.5,1
8.4,0.28,0.03,5.5,0.019,15.9,8.4,1.0029,3.62,12.9,1
5.9,0.28,0.65,8.9,0.046,7.4,48.2,0.991,3.02,11.2,1
9.5,0.58,0.08,6.1,0.059,33.3,234.2,1.0005,3.1,9.6,0
12.8,1.17,0.65,6.3,0.029,,195.6,1.003,3.57,10.0,1
7.3,0.28,0.07,3.7,0.168,13.0,267.8,0.9974,3.78,12.0,0
15.0,0.56,0.27,8.7,0.056,23.5,10.7,1.0002,3.91,14.6,1
8.5,0.92,0.57,6.3,0.081,17.0,179.5,0.9992,3.31,15.0,1
8.8_err,0.5,0.19,4.7,0.111,4.0,210.1,0.999,3.55,,1
7.4,1.29,0.97,3.3,0.011,4.0,51.3,0.9955,3.67,8.7,0
14.5,0.4,0.4,9.9,0.09,10.8,263.8,0.9947,3.04,8.9,1
7.2,0.34,0.57,10.4,0.163,13.7,210.3,0.9909,3.34,8.6,0
7.3,0.43,0.54,9.0,0.092,25.9,134.0,0.9916,3.85,9.7,0
11.1,0.15,0.16,1.3,0.023,8.1,220.1,0.9936,3.16,8.3,1
12.5,1.11,0.73,4.7,0.039,33.6,73.5,0.9901,3.58,11.6,1
6.3,0.77,0.18,8.6,0.079,71.9,55.4,0.9913,3.04,8.3,0
6.2,1.22,0.46,5.1,0.026,51.7,288.6,1.0009,3.68,9.5,0
4.7,0.99,0.52,13.5,0.12,11.0,80.7,1.0011,3.82,11.2,1
6.6,0.61,0.12,3.7,0.012,55.7,18.0,0.9954,3.96,10.5,1
6.8,0.64,0.73,5.8,0.193,66.9,280.4,1.0001,3.67,13.9,0
11.0,0.39,0.96,4.2,0.061,56.7,269.2,0.9996,3.89,9.2,0
9.1,1.52,0.24,8.1,0.149,27.2,275.2,0.9935,3.36,10.5,0
12.6,0.2,0.0,9.9,0.047,49.6,191.2,0.9923,3.17,8.3,1
6.0,0.25,0.38,9.0,0.1,59.9,113.3,0.9924,3.9,14.1,0
10.1,0.27,0.73,14.9,0.092,11.7,101.1,0.998,3.6,15.0,1
13.8,0.25,0.69,2.9,,45.3,280.0,0.9918,3.11,11.5,1
5.8,0.45,,5.6,0.064,19.1,87.0,0.9906,3.77,13.6,1
11.5,1.04,0.02,2.7,0.177,58.2,284.6,0.9903,3.9,,1
7.8,1.4,0.34,6.0,0.149,35.6,135.5,0.9957,3.42,9.0,0
8.8,0.41,0.3,9.9,0.184,63.7,113.4,0.9933,,14.3,1
8.1,0.27,0.4,8.2,0.114,23.8,22.2,1.0007,3.19,12.0,1
15.9,1.05,,11.3,0.194,37.5,206.1,0.997,3.22,8.7,0
15.0,1.13,0.51,2.2,0.086,6.0,113.5,1.0015,3.68,10.1,1
6.7,1.57,0.89,6.4,0.15,9.3,233.7,1.0026,3.12,12.5,0
6.8,1.0,0.63,7.2,0.046,18.2,215.3,0.9952,3.17,9.7,0
9.1,0.38,0.09,12.6,0.168,66.3,106.8,0.9993,3.36,13.3,1
10.9,0.67,0.5,4.2,0.174,29.1,117.8,0.9942,3.35,9.6,0
5.2,0.1,0.02,10.8,0.18,15.4,89.6,0.9924,3.85,10.6,0
15.8,0.23,0.42,3.5,0.1,70.6,262.4,1.0029,3.98,13.2,0
8.6,1.36,0.42,14.9,0.028,16.2,126.5,1.0035,3.93,12.9,1
7.8,0.67,0.76,3.6,0.057,35.1,218.2,0.995,2.94,8.7,0
11.4_err,0.15,0.51,14.9,0.098,59.4,8.8,0.9997,2.98,13.9,1
11.6,0.96,0.8,5.8,0.078,13.7,17.4,0.9915,3.22,14.7,1
7.9,1.48,0.45,10.0,0.083,63.4,278.3,0.9934,3.15,11.5,1
12.3,0.56,0.47,4.9,0.075,57.3,221.5,1.0009,3.78,13.8,1
9.0,0.77,0.97,,0.056,66.4,201.6,0.9958,3.06,12.5,0
14.3,0.97,0.63,1.7,0.12,39.8,25.1,0.9998,3.58,14.0,1
5.8,1.28,0.23,13.3,0.075,36.3,37.5,0.9929,3.51,13.0,1
8.9,1.45,0.02,7.3,0.027,55.2,215.1,1.0035,,8.2,0
6.4,0.48,0.53,,0.158,53.2,69.4,0.9975,3.06,9.9,0
14.1,1.22,0.29,10.1,0.166,21.8,44.3,0.993,2.91,9.8,0
6.6,1.02,0.76,14.2,0.074,62.2,171.1,,3.82,12.2,1
8.9,0.67,0.52,7.5,0.061,28.4,170.2,0.9901,3.62,12.6,0
5.7,0.75,0.55,9.4,0.028,24.4,252.1,0.9983,3.27,,1
13.3,1.27,0.51,10.8,0.15,65.5,16.6,1.0033,3.62,14.3,1
6.3,0.9,0.94,14.2,0.135,22.4,239.9,1.0037,3.08,13.6,1
5.1,0.56,0.47,12.7,0.026,16.3,281.2,0.99,3.97,13.9,1
6.6,1.42,0.19,1.6,0.031,65.0,59.8,1.0027,3.65,8.9,0
10.3,1.52,0.77,11.6,,41.8,40.9,0.995,3.69,12.2,0
6.0,0.79,0.92,2.2,0.086,42.2,240.1,0.9998,3.16,9.7,1
13.9,1.59,0.95,4.5,0.082,59.2,64.0,1.0035,3.05,13.5,1
10.5,0.16,0.67,5.3,0.056,24.0,280.9,0.9998,2.97,12.7,1
9.8,0.79,0.15,12.5,0.11,65.6,28.1,0.9965,3.24,13.0,1
5.1,1.09,0.02,1.1,,5.8,198.9,0.9971,3.01,13.1,0
14.4,0.89,0.62,2.8,0.067,25.7,283.7,0.999,4.0,12.7,1
12.8,1.34,0.98,14.5,0.172,24.5,144.7,0.9969,3.99,11.7,0
10.1,1.58,0.26,1.4,0.074,64.2,119.7,1.0008,2.95,9.6,0
11.1,0.92,0.38,9.8,0.183,41.1,129.7,0.9904,3.33,8.6,1
14.9,0.32,0.08,3.1,0.096,27.2,231.4,0.9974,3.43,8.4,0
