sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,leaf_area_cm2,stem_height_cm,species
7.85,4.46,6.53,1.1,10.02,52.82,1
4.9,2.03,3.6,0.49,19.2,18.57,1
5.25,2.79,6.63,0.7,7.09,74.88,1
7.55,3.5,3.12,0.79,15.95,62.61,0
5.88,3.02,5.65,2.38,13.35,60.98,1
4.28,3.64,3.99,1.36,2.02,67.41,0
5.6,3.48,5.79,2.25,19.38,13.1,1
7.45,4.08,4.13,1.27,9.53,16.2,1
4.17,2.64,,2.21,13.87,58.35,1
6.32,,3.83,0.52,10.51,46.27,0
7.66,3.01,4.94,2.07,3.2,28.56,1
5.54,2.29,4.45,1.33,16.27,33.57,1
5.47,3.17,5.16,0.55,10.42,37.17,1
7.46,4.38,1.55,2.4,6.32,66.95,0
6.73,2.99,1.54,,10.6,25.05,0
7.47,3.52,5.11,0.62,10.07,36.85,0
6.63,4.16,6.07,1.35,11.13,60.78,1
7.99,4.32,4.69,1.59,13.39,64.92,0
5.51,4.19,,1.52,19.79,70.5,1
4.0,2.62,5.38,1.19,3.29,20.79,1
5.88,3.56,5.03,0.65,9.43,16.9,0
4.89,4.49,4.19,0.89,13.14,,0
6.82,4.26,2.88,0.7,2.09,15.21,0
7.17,2.98,5.54,1.66,10.32,58.44,1
6.65,4.34,5.0,1.42,15.6,32.48,1
7.09,4.09,2.26,1.04,2.75,38.19,0
6.31,2.73,2.89,1.48,14.88,13.21,0
6.48,4.06,6.09,0.77,12.06,24.96,1
5.52,2.96,6.55,1.43,13.32,16.76,1
6.94,3.6,2.04,1.21,9.82,21.97,0
5.57,2.51,2.99,1.87,4.2,57.98,0
4.92,3.9,5.35,1.56,11.81,16.1,1
,2.46,6.13,0.25,13.82,44.62,0
5.93,4.37,3.79,0.36,12.66,51.14,0
7.73,3.73,1.79,0.53,7.66,73.21,0
5.09,2.93,,0.32,9.86,29.36,0
4.84,2.39,6.99,0.51,19.04,38.35,1
7.22,2.51,4.25,0.98,15.57,59.53,0
6.81,2.24,6.67,2.47,15.65,49.37,1
4.73,3.51,2.9,0.38,16.88,74.14,0
7.54,3.48,5.54,2.38,3.44,44.06,1
5.44,2.12,4.34,2.38,13.2,30.32,1
4.47,3.74,5.24,2.18,15.95,11.14,1
6.52,2.47,4.81,1.88,12.4,19.98,1
4.82,4.33,3.22,2.11,3.31,76.73,0
5.57,4.22,4.62,2.05,16.73,32.79,1
8.0,3.47,3.87,1.5,8.06,11.6,0
6.9,3.35,5.42,2.18,11.46,32.2,1
6.52,4.47,5.0,1.48,18.13,59.71,1
6.2,2.93,6.84,2.35,8.09,67.71,1
6.68,3.75,2.49,0.7,12.68,37.56,0
6.66,4.18,5.08,1.94,15.44,46.34,1
5.45,2.01,1.96,2.44,10.2,66.95,0
7.85,3.39,1.03,0.57,5.77,13.42,0
7.83,2.05,6.75,0.44,16.78,71.48,1
7.98,2.88,4.37,0.71,18.49,20.71,0
6.01,3.34,5.72,1.52,9.79,20.98,1
5.38,2.72,1.5,1.29,11.87,61.42,0
5.69,3.77,1.16,0.67,13.83,66.02,0
7.72,4.21,6.73,0.52,12.38,52.88,1
6.63,2.52,3.22,1.69,,66.57,0
6.74,4.24,4.23,1.37,9.97,73.96,1
4.07,3.17,6.11,2.32,8.82,16.73,1
6.73,4.06,5.66,1.56,15.73,21.46,1
7.23,2.96,1.62,1.78,18.91,24.36,0
6.43,3.64,2.3,2.0,12.71,49.94,0
6.02,2.79,3.85,1.73,13.99,17.92,1
5.16,3.09,2.71,0.35,12.81,79.4,0
7.65,3.5,1.07,2.4,14.04,63.24,0
6.36,2.07,5.37,1.28,18.02,31.44,1
5.29,3.67,3.3,2.03,8.31,32.57,0
,4.04,5.17,1.39,2.59,72.14,1
4.53,4.03,4.27,1.41,19.75,29.03,1
6.56_err,3.24,4.67,0.81,5.42,72.66,0
6.21,2.73,5.67,1.58,2.79,61.1,1
5.19,2.43,4.87,0.33,12.25,55.1,0
5.56,2.47,1.87,1.21,4.3,44.78,0
5.19,2.53,5.07,1.45,17.41,50.64,1
7.33,3.67,4.7,1.99,8.54,72.67,1
7.06,2.75,6.0,0.18,2.79,30.98,0
5.44,2.61,4.58,0.83,10.78,74.01,1
4.57,3.82,2.8,0.69,17.94,47.83,0
6.55,3.18,2.39,0.24,8.18,79.76,0
5.38,3.45,3.64,1.65,19.49,17.6,1
4.74,4.07,5.41,1.22,14.57,54.52,1
5.64,2.4,3.83,2.26,10.06,15.18,1
4.06,2.73,1.91,2.26,,31.64,0
6.21,3.68,6.08,1.36,8.53,42.47,1
4.18,3.71,6.65,0.16,16.32,44.4,1
6.26,3.72,4.75,2.24,14.67,77.64,1
7.16,4.09,5.12,0.13,3.22,76.52,0
7.62,2.19,2.88,1.37,16.6,44.31,0
6.79,2.2,6.04,1.46,14.65,29.08,1
6.07,2.07,4.98,2.25,4.0,44.83,1
5.94,3.42,2.88,1.53,9.1,78.22,1
4.78,3.88,5.2,0.43,2.86,58.77,0
4.21,3.51,1.58,2.39,5.13,40.73,0
,3.03,4.13,1.83,10.57,37.24,1
7.99,3.62,3.69,0.5,5.88,29.32,0
6.13,3.12,6.75,1.24,12.76,37.19,1
7.4,3.15,5.19,2.38,2.73,47.35,1
5.87,4.09,3.94,1.09,6.51,16.47,0
7.47,3.43,4.89,0.97,17.56,17.55,1
7.72,3.44,2.58,0.88,18.88,51.09,0
4.84,4.18,1.8,2.23,18.43,18.63,1
6.98,2.46,6.32,0.36,19.4,14.57,1
5.14,2.95,3.31,0.95,11.19,22.85,0
,4.27,2.78,2.01,11.46,72.02,0
6.24,2.81,4.03,0.46,6.46,54.96,0
5.2,4.23,,1.02,12.77,68.02,1
,3.61,5.0,2.41,11.3,21.62,1
4.46,4.39,6.04,0.72,4.32,79.13,1
4.83,3.9,1.11,0.29,2.74,21.14,0
6.72,2.03,1.04,1.27,5.08,12.13,0
4.66,2.76,1.89,1.61,13.25,69.15,0
5.27,3.48,4.14,2.3,16.03,59.83,1
6.55,3.23,5.77,2.06,5.24,52.15,1
5.98,3.93,2.85,0.23,16.84,77.89,0
7.78,3.03,1.47,0.39,,51.44,0
7.15,2.71,5.11,1.01,4.12,64.67,0
6.52,3.17,1.1,1.05,10.64,29.97,0
4.89,4.0,3.76,2.07,17.81,37.35,1
5.39,3.94,3.17,1.13,11.43,74.39,0
4.7,3.81,1.09,1.96,6.68,75.03,0
6.67,2.19,5.72,1.08,3.95,71.68,1
5.19,3.24,3.13,0.88,12.75,27.98,0
5.38,2.88,6.63,1.81,11.0,48.73,1
5.92,3.68,5.53,1.72,8.47,58.76,1
6.08,3.39,5.54,2.18,18.54,21.25,1
6.51,3.17,6.62,0.17,7.47,54.04,1
7.43,4.04,2.8,0.93,12.32,47.68,0
6.73,4.37,2.25,,16.01,11.65,0
7.07,3.32,2.92,0.45,15.7,21.32,0
6.83,4.18,3.05,2.1,3.56,53.78,0
4.05,3.52,4.76,2.49,18.12,57.79,1
5.6,4.42,4.48,1.93,9.1,56.93,1
7.45,4.09,3.99,1.54,2.07,67.1,0
7.89,2.7,5.56,1.57,9.17,44.61,1
5.5,2.02,1.97,0.24,16.14,16.65,0
5.81,2.2,6.91,2.1,12.21,13.58,1
6.76,3.16,6.53,,16.07,13.25,1
4.91,3.36,5.35,1.44,5.38,42.17,1
5.07,3.85,6.35,1.21,18.61,15.56,1
5.63,2.87,5.1,0.37,8.3,34.31,0
4.8,3.73,6.11,1.53,8.68,59.53,1
6.28,3.6,5.16,0.51,11.07,38.27,0
5.02,2.9,1.38,1.16,13.21,33.63,0
5.53,3.44,3.01,1.11,6.43,31.23,0
4.71,4.1,2.41,0.31,2.79,76.22,0
6.96,4.46,3.19,1.99,,68.61,0
5.56,4.01,5.71,2.36,6.21,75.65,1
6.96,4.14,1.46,0.9,2.84,49.96,0
7.9,2.03,6.46,1.85,15.11,50.8,1
7.85,3.74,4.91,1.05,3.25,43.47,0
6.88,3.63,4.34,1.6,19.82,75.97,0
6.26,2.31,1.17,2.39,8.9,58.13,0
6.88,3.02,4.22,2.1,2.15,40.36,0
7.86,4.5,3.94,2.33,13.06,45.62,1
5.87,3.01,3.37,1.78,12.91,58.79,1
5.54,3.82,2.12,0.44,6.75,51.14,0
4.02,2.35,4.7,2.37,5.37,13.99,1
5.55,2.89,5.63,0.44,2.22,60.15,0
6.35,2.41,2.21,0.74,5.86,48.74,0
4.52,3.36,1.79,0.21,19.74,49.6,0
4.15,3.59,5.5,1.74,2.12,67.43,1
5.52,3.23,3.18,1.99,14.12,52.6,1
6.65,4.28,3.76,0.85,12.49,39.99,0
5.22,2.74,5.78,0.91,18.18,44.13,1
6.88,2.7,1.73,0.88,9.03,32.64,0
7.18,3.45,3.67,1.23,15.24,71.16,1
7.0,3.97,2.21,0.76,3.55,63.81,0
4.79,4.41,4.52,0.71,9.72,20.53,1
7.37,3.83,4.4,2.19,10.89,27.48,1
4.11,2.52,3.52,0.56,4.45,41.41,0
7.51,3.46,4.48,1.83,5.63,44.35,0
4.72,3.06,6.85,0.42,,18.71,1
5.41,3.51,,0.29,4.35,38.83,1
4.06,4.22,3.27,1.62,8.06,26.67,1
4.18,3.15,1.82,0.54,6.33,,0
6.59,2.47,1.26,1.96,18.12,15.56,0
6.27,4.13,4.37,0.27,9.13,27.62,0
5.59,2.13,4.81,1.2,5.94,53.54,1
6.11,,5.6,0.46,2.15,20.22,1
6.34,4.2,6.9,1.29,2.44,23.51,1
4.69,3.9,6.05,0.29,16.35,63.35,1
4.09,3.9,1.25,2.36,3.02,65.27,0
5.09,2.6,1.33,0.82,14.51,46.83,0
6.05,4.37,4.04,0.85,18.87,47.33,1
6.99,3.82,6.23,1.85,7.26,29.33,1
7.15,2.69,3.11,2.48,15.12,51.36,0
5.12,3.1,3.25,2.08,7.5,29.33,0
7.65,2.58,1.57,1.09,11.81,72.09,0
6.84,4.48,1.55,1.85,7.83,60.82,0
4.41,2.38,,1.13,17.83,49.05,1
7.86,2.8,3.25,1.37,15.66,47.91,0
6.16,2.66,2.66,1.87,14.13,50.99,0
7.44,3.38,5.09,1.11,5.1,33.58,0
5.49,4.47,4.0,2.21,6.9,60.7,1
7.49,3.94,2.78,0.75,15.83,19.6,0
4.5,3.29,5.25,1.36,10.47,17.68,1
6.95,2.07,3.31,1.76,13.91,45.79,1
6.87,3.89,3.55,0.84,3.22,70.03,0
6.55,4.5,1.26,1.93,6.28,36.18,0
5.53,3.41,6.03,1.18,3.13,28.33,1
5.38,2.88,6.63,1.81,11.0,48.73,1
6.33,3.55,1.57,0.12,2.14,36.93,0
7.83,2.79,,,7.53,77.89,0
6.1,3.55,2.62,2.42,8.51,59.13,0
5.85,4.43,1.49,0.67,12.13,52.02,0
6.04,3.79,3.35,0.61,17.03,48.53,0
7.76,3.69,2.17,2.17,8.83,26.19,0
7.05,4.38,5.13,2.16,16.43,11.56,1
7.22,2.51,4.25,0.98,15.57,59.53,0
6.19,3.4,3.24,2.06,7.59,18.14,1
7.67,3.86,6.48,2.42,3.06,75.78,1
7.72,4.21,6.73,0.52,12.38,52.88,1
7.64,4.03,3.32,2.19,5.46,73.49,0
7.53,3.63,3.5,1.66,12.47,15.2,0
4.45,2.45,3.41,0.33,16.98,58.03,0
5.8,3.15,5.89,2.47,16.38,50.24,1
4.0,2.01,1.28,1.18,6.91,33.52,0
7.89,3.17,5.51,1.62,9.65,12.7,0
7.88,2.58,5.34,0.3,10.04,20.6,0
6.1,2.58,5.82,0.98,11.52,44.71,1
5.24,2.76,1.32,2.07,5.44,22.62,0
5.23,2.08,6.86,1.0,,31.84,1
7.71,3.15,1.07,0.91,11.3,41.34,0
4.18,3.71,6.65,0.16,16.32,44.4,1
7.25,2.09,3.35,1.19,7.83,10.42,0
5.76,3.04,6.33,,3.9,14.06,1
4.6,3.5,6.99,1.34,17.68,26.9,1
,2.92,5.14,0.55,13.26,17.31,1
5.03,2.02,4.24,0.44,12.54,49.69,0
7.15,2.71,5.11,1.01,4.12,64.67,0
5.38,4.49,1.68,1.52,14.19,20.93,0
5.85,4.05,5.66,1.93,8.42,47.94,1
7.18,3.29,1.54,1.74,15.63,19.03,0
5.87,2.22,6.54,1.36,10.2,69.56,1
7.51,2.64,5.81,1.63,18.73,51.28,1
6.35,2.44,2.48,1.52,17.96,17.38,0
6.02,2.79,3.85,1.73,13.99,17.92,1
