session_duration_min,pages_viewed,cart_value,prev_purchases,discount_percent,device_type,day_of_week,bounce_rate,loyalty_score,made_purchase
12.0,29.0,3443.88,13.0,6.2,0.0,1.0,0.877,24.0,0
13.0,13.0,3443.24,6.0,14.7,0.0,3.0,0.129,77.0,0
20.0,6.0,,1.0,37.7,0.0,4.0,0.565,30.0,0
30.0,4.0,2933.49,17.0,1.1,2.0,6.0,0.793,19.0,0
89.0,7.0,1927.16,3.0,9.3,0.0,1.0,0.215,28.0,0
93.0,10.0,2973.11,0.0,5.7,0.0,4.0,0.013,52.0,1
88.0,14.0,4485.74,11.0,17.2,2.0,,0.504,79.0,1
,13.0,3466.43,3.0,11.2,1.0,,0.093,23.0,0
36.0,49.0,4847.51,7.0,11.7,1.0,4.0,0.685,51.0,1
80.0,7.0,2176.11,,9.1,2.0,5.0,0.437,88.0,1
108.0,37.0,301.0,13.0,1.6,2.0,3.0,0.98,48.0,1
27.0,43.0,2118.04,16.0,28.9,0.0,6.0,0.683,12.0,1
25.0,40.0,2457.16,5.0,14.7,0.0,6.0,0.058,70.0,0
116.0,5.0,4011.5,1.0,29.7,0.0,5.0,0.038,95.0,1
43.0,14.0,4979.02,0.0,43.7,2.0,5.0,0.23,44.0,0
109.0,28.0,558.89,19.0,43.4,0.0,6.0,0.071,74.0,1
77.0,37.0,4486.62,9.0,36.4,0.0,6.0,0.156,24.0,1
17.0,28.0,3861.03,6.0,19.0,2.0,0.0,0.168,26.0,0
95.0,5.0,3008.93,19.0,16.5,0.0,6.0,0.161,94.0,1
28.0,48.0,4808.43,15.0,46.0,2.0,0.0,0.378,21.0,1
60.0,22.0,409.86,9.0,28.6,2.0,3.0,0.896,85.0,0
63.0,25.0,1069.61,9.0,28.8,2.0,5.0,0.601,67.0,0
54.0,44.0,2534.16,5.0,5.9,2.0,4.0,0.647,97.0,0
6.0,24.0,865.94,18.0,13.1,0.0,2.0,0.857,47.0,1
27.0,37.0,4059.34,18.0,,0.0,6.0,0.113,51.0,1
107.0,38.0,2339.41,2.0,48.7,0.0,4.0,0.841,35.0,0
101.0,34.0,1416.06,8.0,,0.0,4.0,0.062,69.0,1
43.0,5.0,766.99,9.0,25.3,1.0,2.0,0.643,4.0,0
23.0,49.0,4052.49,11.0,21.6,1.0,2.0,0.031,44.0,0
115.0,9.0,1295.93,0.0,1.6,0.0,,0.587,13.0,0
71.0,18.0,1950.76,15.0,3.8,0.0,0.0,0.425,54.0,0
,6.0,4005.51,13.0,29.1,1.0,4.0,0.148,17.0,1
69.0,29.0,4051.31,1.0,23.7,0.0,5.0,0.826,56.0,1
,38.0,3596.84,9.0,1.2,0.0,3.0,0.673,38.0,0
90.0,14.0,1391.62,6.0,24.2,1.0,2.0,0.827,33.0,0
84.0,47.0,1073.16,16.0,4.5,0.0,1.0,0.863,83.0,1
19.0,,4675.33,4.0,44.3,0.0,0.0,0.145,95.0,1
5.0,7.0,855.48,0.0,40.9,0.0,5.0,0.116,69.0,0
81.0,44.0,4510.39,,46.8,1.0,3.0,0.689,21.0,0
65.0,21.0,2573.22,1.0,7.9,,6.0,0.33,61.0,0
55.0,49.0,507.82,3.0,33.7,2.0,5.0,0.481,91.0,0
42.0,19.0,4787.56,8.0,25.9,2.0,3.0,0.752,52.0,0
50.0,45.0,1891.48,15.0,45.6,1.0,1.0,0.379,66.0,1
32.0,,492.7,9.0,22.9,2.0,6.0,0.2,4.0,0
24.0,47.0,350.81,15.0,8.7,0.0,6.0,0.36,44.0,1
56.0,44.0,2112.51,16.0,5.9,2.0,3.0,0.983,90.0,0
86.0,19.0,1226.83,12.0,28.0,2.0,4.0,0.834,7.0,0
70.0,21.0,415.02,8.0,16.4,2.0,6.0,0.691,58.0,0
103.0,19.0,2502.22,12.0,31.8,2.0,0.0,0.276,72.0,1
106.0,4.0,1517.48,19.0,28.3,2.0,0.0,0.28,15.0,1
98.0,40.0,846.62,4.0,39.6,1.0,4.0,0.809,34.0,0
81.0,6.0,385.17,18.0,2.9,0.0,2.0,0.532,18.0,1
41.0,2.0,1078.31,11.0,34.5,0.0,5.0,0.441,32.0,0
73.0,36.0,1186.61,15.0,25.2,2.0,5.0,0.66,62.0,1
15.0,48.0,4787.75,10.0,47.7,2.0,5.0,0.496,16.0,0
116.0,22.0,938.64,1.0,19.9,1.0,3.0,0.164,78.0,1
48.0,20.0,1418.09,13.0,27.8,0.0,2.0,0.229,43.0,1
2.0,9.0,3736.36,18.0,19.0,1.0,5.0,0.153,85.0,1
118.0,43.0,3414.8,,14.4,2.0,1.0,0.683,84.0,1
100.0,33.0,4950.29,16.0,39.4,2.0,6.0,0.778,4.0,1
40.0,49.0,2122.57,7.0,48.9,0.0,1.0,0.154,77.0,1
32.0,19.0,375.25,12.0,27.3,0.0,0.0,0.799,92.0,0
8.0,33.0,563.58,10.0,38.0,1.0,1.0,0.796,91.0,1
58.0,46.0,4857.09,8.0,12.3,1.0,0.0,0.336,58.0,1
25.0,27.0,1360.71,17.0,45.9,,4.0,0.565,83.0,1
26.0,49.0,1719.54,2.0,32.2,2.0,6.0,0.892,6.0,0
108.0,40.0,4253.82,17.0,35.6,1.0,6.0,0.146,23.0,1
84.0,12.0,1303.89,9.0,46.9,0.0,4.0,0.408,72.0,1
53.0,25.0,2950.4,15.0,35.7,2.0,2.0,0.237,13.0,1
21.0,2.0,2519.02,1.0,10.7,0.0,5.0,0.288,49.0,0
93.0,34.0,1763.06,11.0,40.4,,3.0,0.407,70.0,1
21.0,23.0,4107.81,8.0,10.1,2.0,4.0,0.691,30.0,0
82.0,6.0,1348.58,11.0,12.3,2.0,6.0,0.836,27.0,0
66.0,36.0,3584.29,8.0,10.2,2.0,5.0,0.359,87.0,0
20.0,31.0,98.28,7.0,4.7,2.0,2.0,0.355,7.0,0
,48.0,3905.96,8.0,5.0,0.0,1.0,0.508,62.0,1
40.0,47.0,868.8,15.0,,1.0,1.0,0.936,98.0,1
65.0,37.0,247.65,13.0,41.4,2.0,2.0,0.449,61.0,1
63.0,1.0,2345.25,9.0,15.9,2.0,3.0,0.337,80.0,0
101.0,11.0,2284.24,13.0,40.8,1.0,1.0,0.44,45.0,1
94.0,34.0,286.46,2.0,32.1,1.0,4.0,0.207,29.0,1
97.0,16.0,4985.81,9.0,3.1,0.0,1.0,0.433,76.0,1
34.0,25.0,4931.63,5.0,43.0,1.0,2.0,0.418,98.0,1
47.0,25.0,2283.1,12.0,16.0,0.0,4.0,0.181,74.0,1
3.0,13.0,462.5,16.0,43.8,0.0,4.0,0.712,30.0,0
27.0,46.0,2435.07,3.0,27.1,0.0,2.0,0.7,29.0,0
64.0,43.0,3205.42,17.0,49.1,0.0,4.0,0.179,52.0,1
33.0,13.0,1152.02,,24.2,2.0,0.0,0.33,74.0,1
106.0,2.0,2509.35,19.0,9.7,0.0,5.0,0.736,60.0,1
76.0,5.0,4533.36,,16.1,2.0,4.0,0.904,59.0,0
113.0,5.0,1398.24,7.0,49.6,0.0,2.0,0.745,1.0,0
113.0,10.0,3451.14,17.0,25.2,0.0,5.0,0.104,14.0,1
25.0,23.0,2313.32,8.0,40.6,1.0,0.0,0.747,0.0,0
68.0,37.0,4149.02,0.0,16.6,0.0,1.0,0.78,22.0,0
41.0,,95.53,6.0,0.4,2.0,3.0,0.822,50.0,0
44.0,46.0,4959.49,14.0,38.9,1.0,0.0,0.057,52.0,1
81.0,33.0,268.81,12.0,35.1,1.0,5.0,0.965,49.0,1
7.0,3.0,3955.43,2.0,7.5,1.0,0.0,0.094,37.0,0
44.0,13.0,2031.17,6.0,13.0,0.0,0.0,,,1
14.0,49.0,2061.14,2.0,8.1,2.0,1.0,0.286,53.0,0
36.0,48.0,2560.58,5.0,5.6,1.0,0.0,0.986,54.0,0
63.0,47.0,673.47,1.0,37.8,2.0,6.0,0.612,57.0,1
20.0,39.0,1540.66,18.0,46.5,0.0,1.0,0.258,79.0,1
64.0,47.0,16.12,13.0,49.5,1.0,2.0,0.259,72.0,1
45.0,27.0,43.61,10.0,16.8,1.0,2.0,0.433,49.0,0
99.0,44.0,419.05,0.0,9.0,1.0,5.0,0.326,69.0,0
84.0,39.0,4574.4,15.0,42.5,1.0,5.0,0.682,42.0,1
101.0,11.0,3418.1,16.0,16.2,2.0,5.0,0.708,79.0,1
41.0,24.0,1750.95,12.0,37.8,0.0,1.0,0.652,82.0,0
115.0,44.0,3622.59,15.0,13.5,2.0,1.0,0.961,70.0,1
9.0,22.0,589.59,12.0,14.8,0.0,2.0,0.023,51.0,0
35.0,9.0,2477.02,8.0,38.2,1.0,6.0,0.754,71.0,0
74.0,26.0,480.41,15.0,47.1,1.0,2.0,0.405,49.0,1
27.0,8.0,547.19,19.0,44.6,2.0,0.0,0.544,36.0,1
110.0,14.0,3866.66,14.0,22.2,0.0,4.0,0.305,6.0,1
17.0,35.0,3149.19,12.0,10.5,0.0,0.0,0.357,40.0,0
11.0,21.0,3905.93,15.0,42.6,0.0,0.0,0.584,81.0,1
98.0,15.0,1007.67,19.0,37.5,2.0,5.0,0.266,15.0,1
117.0,15.0,430.75,19.0,27.9,1.0,0.0,0.369,66.0,1
28.0,19.0,1018.47,11.0,18.5,2.0,2.0,,,1
35.0,15.0,1801.71,1.0,1.3,2.0,0.0,0.973,92.0,0
91.0,35.0,2767.3,5.0,4.3,0.0,1.0,0.381,75.0,0
20.0,6.0,2492.93,9.0,14.3,2.0,4.0,0.851,60.0,0
105.0,5.0,4122.23,14.0,20.5,2.0,4.0,0.197,37.0,0
113.0,9.0,3869.25,11.0,4.5,1.0,1.0,0.439,94.0,1
16.0,47.0,4512.57,8.0,,2.0,6.0,0.273,74.0,0
33.0,4.0,262.47,15.0,33.7,1.0,4.0,0.964,53.0,0
20.0,35.0,1465.53,1.0,19.9,2.0,4.0,0.414,62.0,0
119.0,6.0,4391.25,0.0,29.1,0.0,3.0,0.1,74.0,1
,22.0,4109.01,17.0,37.8,2.0,1.0,0.64,82.0,1
105.0,47.0,3149.67,19.0,5.3,1.0,3.0,0.222,81.0,1
100.0,23.0,1352.95,16.0,35.9,0.0,2.0,0.142,70.0,1
31.0,6.0,2869.25,13.0,8.8,0.0,4.0,0.685,7.0,0
28.0,47.0,1718.16,16.0,36.6,1.0,4.0,0.401,63.0,1
107.0,27.0,3649.48,18.0,39.3,1.0,5.0,0.324,64.0,1
59.0,26.0,2367.55,19.0,7.3,2.0,3.0,0.936,34.0,0
66.0,3.0,4618.38,5.0,40.5,0.0,0.0,0.588,77.0,1
59.0,36.0,877.26,4.0,22.2,1.0,4.0,0.812,60.0,0
60.0,5.0,1177.28,0.0,6.2,2.0,6.0,0.103,16.0,0
93.0,22.0,3163.34,5.0,27.9,1.0,6.0,0.871,89.0,0
107.0,43.0,4967.66,,10.1,1.0,4.0,0.093,4.0,1
25.0,41.0,3507.69,12.0,31.6,2.0,0.0,0.514,20.0,1
30.0,19.0,2545.31,9.0,22.1,0.0,4.0,0.329,10.0,0
56.0,42.0,1256.01,10.0,35.6,2.0,0.0,0.017,38.0,1
17.0,22.0,2146.65,1.0,,1.0,6.0,0.263,37.0,0
89.0,23.0,1739.08,4.0,22.8,1.0,5.0,0.032,44.0,0
97.0,22.0,3086.99,5.0,12.9,0.0,5.0,0.392,34.0,0
61.0,18.0,3843.17,15.0,20.9,1.0,0.0,0.628,,0
46.0,35.0,4825.87,13.0,19.5,1.0,3.0,0.357,91.0,1
21.0,49.0,1638.59,6.0,32.0,2.0,,0.368,44.0,0
59.0,45.0,2543.35,3.0,25.7,2.0,3.0,0.245,19.0,0
39.0,9.0,4848.57,7.0,23.2,1.0,6.0,0.681,42.0,0
55.0,33.0,1345.36,1.0,13.2,0.0,2.0,0.409,74.0,0
88.0,33.0,4524.01,12.0,21.3,1.0,4.0,0.549,,1
30.0,32.0,2273.1,9.0,39.0,2.0,5.0,0.207,35.0,0
,46.0,3324.24,8.0,46.9,0.0,4.0,0.865,12.0,0
116.0,15.0,4976.28,3.0,10.3,0.0,3.0,0.255,0.0,0
20.0,19.0,2268.36,0.0,10.8,1.0,4.0,0.776,93.0,0
18.0,49.0,3773.82,6.0,22.5,1.0,1.0,0.149,56.0,1
11.0,,3488.88,12.0,7.3,2.0,4.0,0.304,20.0,0
114.0,4.0,4775.83,10.0,26.7,1.0,6.0,0.511,54.0,1
17.0,41.0,511.31,19.0,3.5,2.0,3.0,0.528,67.0,0
109.0,43.0,1114.89,16.0,39.3,1.0,6.0,0.516,75.0,1
113.0,34.0,1683.36,18.0,30.2,2.0,4.0,0.04,77.0,1
66.0,38.0,4024.64,6.0,21.3,0.0,0.0,0.97,46.0,1
74.0,11.0,2639.45,16.0,24.9,0.0,2.0,0.927,54.0,1
74.0,2.0,3170.47,7.0,40.4,0.0,3.0,0.038,44.0,1
90.0,27.0,362.24,7.0,4.8,1.0,4.0,0.701,57.0,0
86.0,43.0,4950.59,16.0,3.8,2.0,6.0,0.19,21.0,1
119.0,12.0,1115.79,17.0,39.3,2.0,0.0,0.713,32.0,1
37.0,40.0,1729.74,13.0,22.1,2.0,5.0,0.354,12.0,0
81.0,24.0,1432.56,3.0,3.4,1.0,2.0,0.36,58.0,0
1.0,36.0,4571.0,7.0,47.1,1.0,5.0,0.894,39.0,0
101.0,47.0,860.61,7.0,32.4,1.0,3.0,0.207,49.0,1
16.0,8.0,3204.86,5.0,47.9,0.0,3.0,0.733,32.0,0
21.0,14.0,1816.9,,15.9,1.0,0.0,0.51,52.0,0
18.0,20.0,3704.26,7.0,29.7,1.0,6.0,0.202,,1
104.0,31.0,4390.01,6.0,23.6,2.0,5.0,0.604,39.0,0
4.0_err,13.0,1078.52,2.0,35.0,1.0,4.0,0.447,6.0,0
106.0,32.0,708.71,4.0,27.3,0.0,6.0,0.241,61.0,0
75.0,13.0,4934.68,12.0,40.1,1.0,1.0,0.131,97.0,1
109.0,27.0,4318.6,18.0,,1.0,2.0,0.17,8.0,0
104.0,41.0,2731.21,17.0,36.8,2.0,0.0,0.844,49.0,1
96.0,33.0,2261.16,3.0,25.7,,4.0,0.314,34.0,1
35.0,45.0,2142.7,11.0,13.0,1.0,4.0,0.248,13.0,0
63.0,28.0,709.79,6.0,38.2,0.0,4.0,0.404,56.0,0
17.0,41.0,1353.84,5.0,35.7,1.0,1.0,0.773,20.0,0
32.0,16.0,1146.87,10.0,9.5,2.0,2.0,0.173,86.0,0
94.0,27.0,2578.42,14.0,25.0,1.0,5.0,0.746,3.0,1
44.0,36.0,194.84,10.0,24.8,2.0,2.0,0.68,48.0,1
115.0,43.0,3822.85,1.0,1.9,1.0,2.0,0.467,2.0,1
33.0,20.0,4004.11,4.0,35.1,2.0,3.0,0.652,22.0,0
49.0,14.0,4600.44,3.0,43.2,,4.0,0.456,18.0,0
92.0,47.0,2114.72,17.0,14.0,1.0,6.0,0.404,28.0,1
49.0,12.0,4576.43,11.0,29.1,0.0,6.0,0.555,3.0,0
6.0,27.0,549.08,14.0,31.8,0.0,,0.448,52.0,0
8.0,20.0,630.38,19.0,26.9,1.0,4.0,0.473,76.0,0
88.0,13.0,2629.73,12.0,3.4,2.0,5.0,0.316,5.0,0
15.0,14.0,4012.18,4.0,29.4,1.0,2.0,0.326,36.0,0
40.0,32.0,43.24,9.0,36.5,0.0,3.0,0.974,40.0,0
46.0,3.0,505.82,16.0,24.6,0.0,2.0,0.149,62.0,1
73.0,1.0,4694.78,2.0,20.9,1.0,2.0,0.844,59.0,0
110.0,42.0,4623.66,6.0,6.4,2.0,4.0,0.821,45.0,0
72.0,7.0,4778.23,17.0,41.6,0.0,6.0,0.676,18.0,1
10.0,21.0,4009.87,17.0,7.1,2.0,4.0,0.733,1.0,0
14.0,46.0,2351.65,18.0,24.8,1.0,0.0,0.87,70.0,1
98.0,37.0,281.67,10.0,15.2,0.0,4.0,0.645,66.0,0
68.0,32.0,712.62,7.0,49.0,0.0,1.0,0.364,15.0,0
112.0,45.0,1693.87,4.0,16.8,1.0,2.0,0.192,,1
18.0,1.0,4719.54,12.0,36.0,1.0,1.0,0.452,63.0,1
39.0,48.0,4698.49,3.0,45.1,2.0,6.0,0.702,10.0,1
16.0,34.0,2348.3,8.0,33.7,2.0,6.0,0.833,45.0,1
63.0,45.0,1703.06,12.0,37.3,2.0,0.0,0.976,79.0,1
97.0,41.0,4017.83,4.0,8.4,1.0,0.0,0.094,92.0,1
59.0,30.0,1283.38,2.0,31.7,2.0,6.0,0.258,63.0,0
105.0,37.0,211.83,3.0,20.6,0.0,3.0,0.037,70.0,1
37.0,23.0,3054.13,17.0,23.8,2.0,1.0,0.721,80.0,0
87.0,24.0,1271.92,2.0,37.9,2.0,0.0,0.81,0.0,0
71.0,6.0,3509.65,10.0,4.0,2.0,6.0,0.249,68.0,0
74.0,38.0,392.55,15.0,37.7,2.0,,0.834,91.0,1
43.0,26.0,836.95,7.0,34.8,1.0,3.0,0.347,85.0,0
16.0,35.0,4002.13,5.0,43.7,1.0,1.0,0.221,32.0,0
96.0,,2285.24,2.0,27.3,1.0,3.0,0.916,63.0,0
95.0,29.0,1385.71,4.0,18.5,2.0,6.0,0.062,90.0,1
104.0,35.0,1691.67,18.0,8.6,0.0,2.0,0.52,78.0,1
51.0,33.0,2619.01,16.0,45.3,2.0,6.0,0.778,67.0,1
102.0,8.0,4712.36,,16.9,2.0,4.0,0.668,59.0,0
86.0,45.0,1968.97,19.0,23.7,,3.0,0.737,62.0,1
5.0,21.0,4532.9,6.0,23.8,2.0,1.0,0.974,14.0,0
94.0,2.0,182.81,12.0,46.8,2.0,3.0,0.793,86.0,0
8.0,3.0,411.88,18.0,5.9,1.0,1.0,0.006,62.0,0
83.0,30.0,2170.92,3.0,15.1,0.0,6.0,0.675,44.0,0
34.0,30.0,1391.26,11.0,8.3,1.0,2.0,0.416,45.0,0
38.0,6.0,3420.69,3.0,22.6,0.0,0.0,0.935,76.0,1
84.0,10.0,4091.74,15.0,14.6,1.0,5.0,0.928,95.0,1
46.0,42.0,4909.34,15.0,45.1,2.0,1.0,0.981,68.0,1
106.0,40.0,2730.57,13.0,28.2,1.0,1.0,0.237,14.0,1
11.0,4.0,4706.62,18.0,17.7,2.0,4.0,0.748,14.0,0
107.0,8.0,1636.72,3.0,33.3,2.0,5.0,0.394,65.0,1
94.0,11.0,3420.97,12.0,24.8,1.0,5.0,0.858,87.0,0
37.0,17.0,2256.23,6.0,19.4,0.0,2.0,0.435,4.0,0
1.0,34.0,4995.83,18.0,37.6,0.0,3.0,0.923,39.0,0
73.0,39.0,738.72,16.0,3.7,1.0,3.0,0.415,43.0,0
11.0,13.0,4007.14,19.0,2.9,1.0,1.0,0.981,41.0,1
16.0,19.0,1428.26,14.0,44.8,0.0,1.0,0.414,31.0,1
98.0,13.0,1271.37,6.0,,2.0,6.0,0.666,79.0,0
13.0,3.0,1107.82,14.0,34.3,1.0,6.0,0.992,95.0,0
108.0,48.0,3702.45,19.0,36.4,0.0,4.0,0.104,66.0,1
77.0,15.0,304.32,14.0,32.1,0.0,5.0,0.847,96.0,0
102.0,,3914.39,11.0,9.8,2.0,0.0,0.697,,1
100.0,7.0,2763.81,2.0,27.7,2.0,1.0,0.541,13.0,0
36.0,11.0,2493.89,7.0,13.3,1.0,1.0,0.657,44.0,0
111.0,8.0,3575.9,6.0,26.7,0.0,6.0,0.905,39.0,1
118.0,27.0,3768.56,14.0,18.6,1.0,1.0,0.806,7.0,0
10.0,21.0,1620.9,6.0,26.0,1.0,0.0,0.231,38.0,0
20.0,36.0,2138.49,8.0,46.2,0.0,3.0,0.116,84.0,1
92.0,39.0,1739.6,9.0,19.6,0.0,6.0,0.126,90.0,1
116.0,1.0,2686.72,11.0,9.2,1.0,0.0,0.685,56.0,1
40.0,25.0,2176.67,16.0,39.1,0.0,4.0,0.966,13.0,0
47.0,43.0,4627.33,4.0,37.9,0.0,5.0,0.617,49.0,1
11.0,20.0,1005.45,12.0,17.9,1.0,3.0,0.89,56.0,1
21.0,13.0,4448.09,18.0,26.3,1.0,5.0,0.389,72.0,1
7.0,12.0,81.15,13.0,44.8,2.0,5.0,0.776,8.0,0
,31.0,2860.92,15.0,35.8,0.0,2.0,0.801,44.0,0
115.0,44.0,1291.59,18.0,12.5,1.0,5.0,0.271,27.0,1
111.0,2.0,4754.8,19.0,18.0,0.0,2.0,0.001,44.0,1
116.0,17.0,725.4,6.0,37.9,2.0,0.0,0.176,90.0,1
69.0,18.0,315.83,17.0,35.8,2.0,1.0,0.316,46.0,1
74.0,41.0,3701.39,3.0,18.8,2.0,4.0,0.937,54.0,0
61.0,7.0,4482.97,15.0,21.3,1.0,0.0,0.984,63.0,0
41.0,19.0,3157.19,3.0,8.7,1.0,3.0,0.359,34.0,0
77.0,20.0,3897.15,5.0,7.1,1.0,3.0,0.405,81.0,1
17.0,37.0,1128.95,6.0,19.0,1.0,1.0,0.91,77.0,0
116.0,2.0,629.73,7.0,3.9,1.0,4.0,0.431,61.0,1
25.0,25.0,2390.96,19.0,10.2,0.0,2.0,0.003,64.0,1
31.0,13.0,110.69,6.0,38.0,2.0,2.0,0.828,25.0,0
90.0,39.0,16.66,5.0,9.2,2.0,6.0,0.208,57.0,0
72.0,11.0,2776.54,16.0,11.1,1.0,3.0,0.815,85.0,1
28.0,5.0,4921.67,9.0,,2.0,4.0,0.381,70.0,1
76.0,36.0,3910.93,12.0,22.6,2.0,6.0,0.738,72.0,1
99.0,47.0,939.65,14.0,25.2,1.0,4.0,0.621,90.0,1
63.0,26.0,1473.31,7.0,5.8,1.0,3.0,0.074,24.0,0
27.0,40.0,203.53,6.0,12.9,2.0,6.0,0.432,20.0,0
75.0,29.0,4426.53,7.0,39.6,,3.0,0.388,56.0,1
100.0,20.0,4403.6,3.0,43.2,1.0,1.0,0.718,2.0,1
27.0,31.0,1152.06,12.0,6.5,0.0,0.0,0.632,98.0,1
54.0,20.0,2116.73,18.0,42.1,1.0,5.0,0.625,20.0,0
60.0,43.0,4550.91,12.0,23.7,0.0,1.0,0.585,93.0,1
30.0,2.0,,0.0,36.9,1.0,3.0,0.329,43.0,0
59.0,18.0,977.11,16.0,14.6,0.0,1.0,0.957,12.0,0
19.0,36.0,1196.51,12.0,3.9,2.0,1.0,0.663,73.0,1
37.0,25.0,4444.4,19.0,48.7,2.0,4.0,0.73,5.0,1
21.0,39.0,3761.81,3.0,4.6,0.0,5.0,0.448,5.0,0
14.0,37.0,1063.84,17.0,27.4,2.0,1.0,0.031,76.0,1
13.0,42.0,389.75,15.0,15.3,1.0,1.0,0.954,80.0,0
86.0,7.0,2815.17,11.0,15.5,1.0,0.0,0.645,4.0,1
48.0,39.0,833.41,18.0,19.7,0.0,5.0,0.068,56.0,1
28.0,36.0,2911.41,3.0,48.2,2.0,1.0,0.501,9.0,0
1.0,8.0,96.1,1.0,42.9,1.0,4.0,0.922,94.0,0
106.0,5.0,4536.5,1.0,32.8,2.0,4.0,0.491,73.0,1
25.0,1.0,1874.3,12.0,23.4,1.0,1.0,0.245,41.0,1
36.0,24.0,548.59,16.0,42.5,2.0,0.0,0.886,30.0,0
64.0,46.0,1545.31,5.0,44.2,1.0,6.0,0.243,47.0,0
69.0,29.0,4756.14,6.0,47.4,2.0,0.0,0.262,16.0,1
5.0,9.0,4562.92,5.0,20.0,0.0,,0.942,80.0,0
9.0,15.0,2490.28,18.0,45.6,2.0,5.0,0.327,49.0,0
31.0,42.0,1692.49,16.0,7.0,2.0,4.0,0.832,63.0,0
101.0,19.0,1180.82,12.0,15.4,1.0,5.0,0.484,8.0,0
98.0,29.0,4003.86,3.0,43.2,0.0,2.0,0.794,2.0,1
52.0,19.0,2538.18,8.0,41.9,1.0,6.0,0.722,93.0,1
4.0,6.0,1769.38,15.0,9.1,1.0,4.0,0.479,89.0,0
104.0,21.0,4236.81,0.0,24.8,2.0,1.0,0.517,74.0,0
73.0,13.0,553.83,19.0,21.9,1.0,6.0,0.273,21.0,1
65.0,23.0,72.12,10.0,9.1,0.0,2.0,0.059,45.0,0
42.0,27.0,965.9,16.0,32.9,1.0,6.0,0.423,11.0,0
61.0,,1929.39,5.0,42.6,2.0,4.0,0.188,20.0,1
115.0,6.0,4355.54,3.0,34.6,0.0,3.0,,48.0,1
96.0,46.0,1851.28,6.0,34.4,0.0,0.0,0.487,,1
60.0,15.0,4873.28,10.0,13.4,1.0,6.0,0.428,44.0,0
62.0,20.0,1106.03,11.0,48.9,0.0,6.0,0.716,13.0,1
54.0,38.0,3320.28,6.0,2.5,1.0,1.0,0.49,97.0,1
89.0,5.0,2059.47,15.0,28.7,0.0,2.0,0.773,4.0,0
,3.0,4557.27,14.0,5.0,1.0,5.0,0.578,11.0,1
65.0,46.0,4340.09,7.0,41.5,1.0,4.0,0.627,89.0,1
69.0,35.0,1371.57,8.0,42.1,1.0,6.0,0.121,42.0,0
21.0,33.0,2774.4,8.0,31.6,2.0,3.0,0.619,12.0,0
95.0,10.0,3728.72,0.0,2.4,1.0,3.0,0.57,45.0,0
72.0,37.0,2660.92,7.0,36.1,1.0,5.0,0.192,78.0,1
93.0,10.0,437.42,18.0,7.3,0.0,1.0,0.789,43.0,1
72.0,2.0,3911.59,0.0,32.7,1.0,2.0,0.837,32.0,0
94.0,14.0,1648.1,17.0,28.5,2.0,0.0,0.032,52.0,1
59.0,22.0,3444.28,8.0,7.0,2.0,5.0,0.411,84.0,0
114.0,45.0,1278.4,15.0,6.2,1.0,1.0,0.377,81.0,1
28.0,20.0,3118.47,8.0,40.6,2.0,4.0,0.733,29.0,0
2.0,4.0,1949.67,13.0,40.2,2.0,5.0,0.53,,0
76.0,15.0,3950.81,8.0,7.4,2.0,1.0,0.336,74.0,0
40.0,49.0,3508.05,11.0,31.3,0.0,1.0,0.944,10.0,1
63.0,4.0,2513.75,12.0,12.0,1.0,2.0,0.828,42.0,0
,9.0,652.39,2.0,26.4,0.0,3.0,0.996,59.0,0
42.0,43.0,4067.26,7.0,1.8,2.0,6.0,0.128,61.0,1
2.0,4.0,1526.54,14.0,2.9,0.0,3.0,,61.0,0
42.0,4.0,674.78,9.0,30.4,1.0,5.0,0.75,98.0,0
30.0,27.0,3802.38,5.0,,1.0,2.0,0.648,,0
31.0,45.0,2426.42,11.0,19.3,2.0,1.0,0.1,40.0,1
19.0,39.0,4516.49,1.0,18.3,2.0,6.0,0.451,8.0,0
77.0,44.0,4177.25,6.0,37.7,2.0,1.0,0.949,35.0,1
13.0,30.0,4977.97,17.0,27.5,1.0,6.0,0.55,21.0,1
5.0,5.0,3541.71,1.0,26.6,1.0,1.0,0.069,13.0,0
38.0,25.0,3831.72,7.0,28.6,0.0,2.0,0.087,69.0,1
85.0,9.0,1449.01,0.0,1.5,2.0,1.0,0.55,19.0,0
48.0,2.0,841.98,4.0,22.2,1.0,2.0,,88.0,0
13.0,42.0,479.86,10.0,46.0,1.0,6.0,0.891,86.0,0
76.0,2.0,4676.08,3.0,29.1,2.0,2.0,0.28,,0
91.0,49.0,2789.74,3.0,45.7,2.0,1.0,0.793,88.0,1
59.0,47.0,1278.89,6.0,32.9,1.0,5.0,0.732,60.0,0
80.0,7.0,2163.7,3.0,30.7,0.0,1.0,,70.0,1
90.0,27.0,2074.3,0.0,21.1,2.0,3.0,0.298,45.0,1
90.0,49.0,4625.12,4.0,17.6,0.0,5.0,0.188,40.0,1
92.0,36.0,1658.59,12.0,42.4,0.0,5.0,0.847,90.0,1
88.0,39.0,2235.02,12.0,11.1,0.0,1.0,0.564,78.0,1
96.0,41.0,3244.07,9.0,30.2,0.0,4.0,0.589,57.0,1
26.0,41.0,2975.48,17.0,9.1,1.0,6.0,0.134,51.0,1
12.0,32.0,3088.66,5.0,13.8,2.0,6.0,0.693,0.0,0
83.0,8.0,1732.01,11.0,48.2,2.0,0.0,0.172,1.0,1
