loan_amount,annual_income,credit_score,loan_term_years,employment_years,num_open_loans,debt_to_income,collateral_value,missed_payments,defaulted
1411768.89,569387.86,587.0,10.0,23.2,7.0,0.115,227677.0,,1
952855.12,4674071.34,522.0,2.0,2.2,0.0,0.117,2434641.21,2.0,0
451187.33,2952287.18,756.0,10.0,9.4,7.0,0.387,1116722.01,3.0,0
661559.13,1444587.47,343.0,1.0,27.3,5.0,0.454,279674.9,0.0,1
593768.68,793941.33,699.0,3.0,29.9,4.0,0.185,2131028.73,5.0,0
58658.0,994864.03,757.0,3.0,9.6,5.0,0.556,2580465.71,2.0,0
,1187172.79,838.0,3.0,16.5,7.0,,353725.18,5.0,1
1261029.84,4371265.92,595.0,1.0,2.7,5.0,0.489,859208.21,5.0,1
1954832.86,894562.44,717.0,10.0,5.4,1.0,0.558,1738445.48,1.0,0
1354329.27,2110161.46,594.0,1.0,11.7,1.0,0.57,2017286.86,1.0,1
1169372.43,3832349.88,799.0,3.0,4.5,5.0,,1482310.89,0.0,0
1426025.0,2212230.32,656.0,15.0,20.6,0.0,0.316,969226.06,5.0,1
537434.96,4440595.3,821.0,10.0,26.9,2.0,0.554,2945702.73,1.0,0
1038638.99,4627340.71,655.0,2.0,5.3,6.0,0.114,2391248.47,4.0,0
21249.2,1066752.64,351.0,5.0,0.8,4.0,,2836647.84,1.0,1
1147384.71,2687824.85,651.0,2.0,1.9,2.0,0.505,972315.18,,0
1139888.45,2716663.59,732.0,3.0,6.2,5.0,0.499,523318.86,0.0,0
1316631.53,4956946.75,330.0,15.0,20.3,6.0,0.587,2178032.36,3.0,1
1206944.73,420760.57,691.0,15.0,14.3,1.0,0.589,1694642.25,5.0,1
629526.67,1064184.26,,15.0,17.7,3.0,0.514,828462.15,3.0,1
1645233.36,686164.1,367.0,20.0,15.5,2.0,0.267,346392.04,1.0,1
1473977.75,2424964.73,549.0,5.0,8.3,5.0,0.059,2181679.25,4.0,1
55810.74,4101667.14,708.0,1.0,3.6,6.0,0.277,2726756.59,0.0,0
1319194.03,2398459.17,314.0,10.0,12.6,4.0,0.144,2081914.04,2.0,1
168060.94,2624802.95,342.0,15.0,25.0,1.0,0.415,843342.45,2.0,1
635315.68,2210510.36,321.0,10.0,3.9,3.0,0.57,1251865.48,0.0,1
931606.42,3890371.09,367.0,15.0,5.8,4.0,0.423,787744.36,4.0,1
1437799.84,247012.41,384.0,2.0,11.1,5.0,0.487,757777.48,3.0,1
1554499.97,2994704.03,818.0,2.0,18.1,7.0,0.512,365804.31,1.0,0
1151116.73,3511646.79,365.0,2.0,14.2,7.0,0.564,567653.52,0.0,1
1570183.44,3944034.25,596.0,10.0,16.1,7.0,0.163,401921.26,0.0,0
1750719.6,1300423.54,354.0,,0.6,1.0,0.184,1072888.29,5.0,1
1468054.67,4061304.85,579.0,2.0,22.9,3.0,0.395,1073883.45,4.0,1
605335.03,2678035.04,446.0,3.0,23.4,6.0,0.256,294881.87,3.0,1
1371071.78,1333576.68,669.0,15.0,1.9,7.0,0.217,1837203.41,4.0,1
341576.12,2543402.73,688.0,20.0,21.0,4.0,0.237,2917801.37,4.0,0
1830102.99,2036223.82,531.0,1.0,29.6,7.0,0.24,2407714.32,1.0,1
1007452.47,2441697.32,680.0,5.0,12.3,3.0,0.076,835040.56,4.0,1
1621999.89,3144530.07,721.0,1.0,28.6,2.0,0.229,910065.15,5.0,0
1215871.31,594189.96,,3.0,26.0,7.0,0.091,1738422.82,5.0,1
1067510.95,3371913.19,438.0,5.0,20.9,1.0,0.141,1950508.36,3.0,0
1121194.55,3579460.99,338.0,5.0,21.2,3.0,0.312,415732.11,2.0,0
230792.37,1335454.86,802.0,1.0,14.8,6.0,0.46,2551390.57,2.0,1
479877.56,4620669.94,349.0,10.0,5.2,7.0,0.524,819747.06,2.0,0
1876977.06,4235278.44,505.0,5.0,12.0,6.0,0.155,2695054.03,4.0,0
404812.99,1571176.46,693.0,3.0,0.9,1.0,0.47,2326610.36,3.0,0
374622.63,4490565.9,681.0,3.0,0.4,6.0,0.096,2296245.64,1.0,0
277022.08,890542.16,593.0,2.0,2.4,4.0,0.52,1793215.07,1.0,0
883750.04,1396956.24,429.0,15.0,8.9,7.0,0.178,2206180.04,3.0,1
1794658.94,2255505.32,552.0,3.0,18.9,2.0,0.272,962583.98,2.0,1
815254.91,281881.79,787.0,3.0,26.0,2.0,0.094,490325.68,0.0,0
1935210.96,3912179.13,603.0,10.0,,7.0,0.214,572855.34,5.0,1
1287417.57,450688.87,681.0,20.0,17.2,6.0,0.519,1504787.61,1.0,1
377261.41,1385776.79,625.0,3.0,17.2,2.0,0.133,360288.67,4.0,0
1600510.45,3176783.64,642.0,3.0,4.5,0.0,0.452,495433.71,5.0,0
1724376.39,,437.0,15.0,25.1,7.0,0.294,796372.6,3.0,1
1743392.17,3875271.93,603.0,10.0,22.9,0.0,0.562,1705907.4,4.0,0
46180.78,2872103.88,670.0_err,5.0,21.3,2.0,0.18,,5.0,0
683119.0,1214007.46,662.0,15.0,13.4,2.0,0.584,2046435.71,3.0,0
1904679.33,163476.13,726.0,1.0,22.5,2.0,0.139,665738.5,0.0,0
1776964.77,1180106.63,688.0,20.0,0.6,3.0,0.191,1836263.49,3.0,1
244069.48,455078.52,377.0,1.0,10.1,7.0,0.574,77865.76,5.0,1
301194.97,2701727.8,616.0,15.0,27.5,4.0,0.567,2583223.32,0.0,0
1128160.4,3883777.32,585.0,2.0,7.9,7.0,0.332,125312.69,0.0,0
136028.53,2815410.38,595.0,2.0,26.9,4.0,0.395,16108.85,5.0,1
944217.13,4202647.58,449.0,2.0,25.6,2.0,0.409,121616.42,2.0,0
1456677.29,300296.8,694.0,3.0,0.9,2.0,0.206,2616739.03,0.0,0
802679.66,4858952.7,647.0,10.0,7.2,3.0,0.108,1184679.15,1.0,0
1553192.02,2811964.76,609.0,2.0,29.0,3.0,0.173,1005701.94,2.0,0
1382538.36,4924026.38,477.0,3.0,2.3,0.0,0.338,789407.52,1.0,0
921918.58,1192091.65,300.0,1.0,20.0,7.0,0.414,1013250.53,2.0,1
410484.81,1664446.8,521.0,10.0,14.3,7.0,0.593,2589571.24,3.0,0
584444.21,3123643.25,351.0,20.0,27.3,1.0,0.058,2618251.64,5.0,1
236306.99,1510954.09,815.0,20.0,,3.0,0.269,79744.15,,1
638801.23,1451438.36,449.0,3.0,27.0,2.0,0.082,,1.0,0
1357806.69,2183555.63,,,9.7,0.0,0.581,985574.72,2.0,1
587418.97,4152308.07,692.0,1.0,6.3,7.0,0.426,847523.11,2.0,0
1051240.13,4715877.46,746.0,20.0,0.3,4.0,0.207,2345929.04,5.0,1
154494.55,520949.8,345.0,20.0,9.0,7.0,0.072,1051261.9,1.0,1
1713247.59,2008720.51,591.0,2.0,19.9,2.0,0.578,2983.76,2.0,0
1983901.64,1236824.7,374.0,20.0,6.1,4.0,0.274,197093.89,3.0,1
1679784.06,4202035.64,720.0,2.0,27.1,6.0,0.562,1065014.65,5.0,1
163288.56,947193.44,429.0,10.0,14.1,3.0,0.089,935093.88,0.0,1
317300.82,1906708.98,,2.0,8.2,6.0,0.548,1794407.78,0.0,0
1582687.97,2512897.98,394.0,3.0,16.7,2.0,0.47,1025512.91,5.0,1
1211955.36,4009749.34,337.0,20.0,11.7,7.0,0.46,2651630.64,0.0,1
112246.07,4144791.77,576.0,2.0,17.2,1.0,0.391,612002.36,3.0,0
1635836.17,2428604.2,437.0,1.0,10.8,0.0,0.505,132015.72,1.0,1
106399.29,1289968.61,663.0,15.0,13.3,2.0,0.426,170824.16,4.0,1
71071.65,4916539.26,773.0,5.0,16.9,5.0,0.413,2600200.54,4.0,0
1265236.21,1160669.36,565.0,2.0,20.9,3.0,0.478,2093716.64,1.0,1
1674433.6,4621886.99,670.0,1.0,17.8,3.0,0.455,883441.78,1.0,0
1393529.45,,569.0,20.0,5.8,5.0,0.189,1196207.24,2.0,1
1944563.88,1487236.27,652.0,20.0,10.7,0.0,0.212,2225145.75,1.0,1
1716729.46,2951282.95,831.0,5.0,12.5,4.0,0.493,,0.0,0
424697.06,3935410.25,310.0,1.0,9.6,6.0,0.151,155380.68,1.0,0
1562894.44,4761782.65,585.0,10.0,7.9,7.0,0.339,1270814.43,1.0,0
721640.67,4128148.97,404.0,1.0,24.7,5.0,0.549,1792742.18,5.0,1
743975.46,4080219.91,605.0,1.0,23.0,6.0,0.396,988918.91,0.0,0
1731497.03,4055130.53,739.0,20.0,16.9,3.0,0.118,1106453.51,3.0,1
165505.85,1017249.5,431.0,1.0,1.6,2.0,0.119,443476.18,1.0,0
1514998.64,186041.02,649.0,15.0,0.2,4.0,0.261,2282233.61,1.0,1
1937198.95,2175184.52,570.0,15.0,8.8,3.0,0.103,431825.29,2.0,0
569707.37,1997989.84,328.0,,12.3,4.0,0.506,606445.91,0.0,1
1322191.44,1684764.61,534.0,1.0,3.7,1.0,0.429,1759365.3,5.0,1
1942348.21,2425314.24,826.0,15.0,9.1,2.0,0.06,1037782.07,0.0,0
1045762.02,1495265.36,576.0,1.0,16.4,4.0,0.564,223285.88,4.0,1
857591.64,1773954.0,737.0,1.0,0.3,,0.143,840794.43,4.0,0
724514.52,3614380.02,304.0,20.0,10.1,0.0,0.122,1936349.27,0.0,0
1511947.78,1555294.0,761.0,2.0,17.5,,0.078,817227.31,2.0,0
1316952.78,3551041.46,821.0,3.0,18.1,1.0,0.305,1383234.53,2.0,0
1234869.72,2395849.98,390.0,5.0,8.4,0.0,0.356,2499293.35,2.0,1
1611358.27,4604707.21,512.0,2.0,13.5,3.0,0.361,1704326.91,0.0,0
281151.4,2637352.7,663.0,10.0,8.9,1.0,0.072,,4.0,1
1860673.36,2151211.17,794.0,20.0,25.1,6.0,0.469,,3.0,1
1254813.84,1293290.95,648.0,20.0,3.4,3.0,0.463,1254423.93,0.0,1
692042.82,605110.56,373.0,10.0,21.0,3.0,0.065,1419969.77,1.0,0
126966.94,2616987.11,375.0,2.0,4.1,3.0,0.386,648826.56,1.0,0
937024.06,4122000.88,703.0,1.0,1.7,4.0,0.49,2619406.86,4.0,0
356393.35,725255.99,366.0,20.0,17.0,0.0,0.356,1636904.41,3.0,1
241801.88,3160014.52,734.0,1.0,17.8,0.0,0.296,2480818.36,0.0,0
1124926.73,3174489.2,,2.0,9.3,3.0,0.411,975558.69,5.0,1
345876.68,314461.4,,5.0,9.8,4.0,0.256,2368530.85,0.0,0
676942.43,208297.42,559.0,15.0,6.9,4.0,0.39,2816356.2,5.0,1
426095.98,238456.19,336.0,15.0,14.0,5.0,0.111,800059.27,5.0,1
1614930.16,319332.45,459.0,15.0,5.1,0.0,0.355,2095624.67,1.0,1
201775.34,2600980.58,569.0,5.0,25.1,6.0,0.356,1173667.37,0.0,0
1066500.82,,321.0,3.0,16.3,2.0,0.056,2123372.41,1.0,0
941789.11,3227197.31,,20.0,19.8,7.0,0.211,457003.17,2.0,0
1755063.74,3058095.37,564.0,3.0,23.9,3.0,0.068,1536980.55,2.0,0
1471092.31,,835.0,2.0,25.0,7.0,0.244,1234327.02,0.0,0
1074796.84,3093537.22,459.0,3.0,6.4,3.0,0.178,1627230.87,2.0,0
304489.12,403131.96,374.0,5.0,27.5,2.0,0.212,2575055.25,2.0,1
1536043.34,2759788.24,769.0,2.0,27.7,7.0,0.435,2645221.15,3.0,0
1627448.91,3232217.71,570.0,,10.7,2.0,0.199,429133.94,5.0,0
1744316.67,,464.0,3.0,7.0,0.0,0.21,2581039.6,1.0,1
701403.16,3854213.12,479.0,5.0,8.6,2.0,0.592,1500058.96,5.0,1
1559923.37,3085960.67,624.0,15.0,15.1,4.0,0.298,1821940.88,2.0,1
1559750.96,1133034.48,444.0,15.0,23.1,2.0,0.524,1079237.14,3.0,1
1258246.86,1017327.08,301.0,1.0,20.5,2.0,0.365,1502696.94,3.0,1
815265.87,1162382.23,544.0,20.0,22.5,0.0,0.091,2466007.35,3.0,1
1903896.19,2874226.0,511.0,3.0,22.7,1.0,0.464,2866396.82,2.0,1
1661212.45,1823851.0,808.0,10.0,10.6,4.0,0.158,1729728.09,5.0,1
51518.67,4578701.76,727.0,3.0,20.7,4.0,0.22,725543.6,4.0,0
750171.23,326606.54,580.0,1.0,10.2,5.0,0.548,791930.54,3.0,1
600776.74,4175234.48,750.0,5.0,23.7,4.0,0.537,1925634.38,4.0,1
474668.88,147472.43,530.0,5.0,15.6,7.0,0.225,405864.66,5.0,1
298419.32,,515.0,10.0,4.6,6.0,0.112,1213785.46,5.0,1
1277590.55,418867.85,539.0,1.0,9.2,2.0,0.237,1518165.54,3.0,1
1001132.73,4781714.9,725.0,1.0,15.1,5.0,0.486,,2.0,0
390084.89,4007584.83,565.0,3.0,18.1,7.0,0.243,517983.26,2.0,0
1563847.7,3184618.41,814.0,3.0,19.8,7.0,0.124,542742.72,2.0,0
1584185.78,2736195.99,360.0,15.0,27.0,5.0,0.368,1451091.98,4.0,1
1542347.77,2757283.2,410.0,2.0,8.4,,0.304,1245117.64,5.0,1
1661747.69,3601790.39,536.0,10.0,25.0,4.0,0.489,613622.91,5.0,1
1516692.39,4368900.45,757.0,10.0,6.7,3.0,0.45,232139.53,0.0,0
1150681.09,4870793.41,517.0,5.0,24.3,0.0,,2649315.08,1.0,0
865702.8,266935.39,810.0,3.0,18.2,2.0,0.439,885546.07,5.0,1
,2381463.96,780.0,5.0,7.1,2.0,0.107,1268214.51,3.0,1
1463864.8,1695832.93,467.0,10.0,23.1,5.0,0.249,929327.47,5.0,1
613093.63,1336144.86,337.0,2.0,1.9,6.0,0.567,377761.71,5.0,1
914641.2,1683105.88,683.0,1.0,17.7,7.0,0.077,503448.48,5.0,1
24779.91,2668458.45,745.0,20.0,2.2,7.0,0.078,579808.42,5.0,1
1616047.7,3262181.63,757.0,5.0,24.5,4.0,0.139,302491.57,1.0,0
322851.05,4242691.19,468.0,3.0,4.7,6.0,0.393,829602.8,2.0,0
1341383.86,1748900.33,846.0,20.0,11.2,7.0,0.497,888875.22,0.0,0
34589.93,4440813.09,712.0,20.0,5.4,5.0,0.529,1570402.02,2.0,0
1940086.68,2239164.86,709.0,15.0,24.6,1.0,0.187,2745552.26,0.0,0
372562.1,1561051.45,701.0,3.0,28.5,7.0,0.378,2455490.38,5.0,0
1232190.34,3065602.77,320.0,3.0,3.1,6.0,0.205,2088145.76,1.0,1
,916372.3,405.0,3.0,5.0,7.0,0.45,1125401.63,3.0,1
422760.06,437795.97,642.0,5.0,17.4,7.0,0.51,987564.89,5.0,1
1103477.08,4037174.18,680.0,20.0,21.1,7.0,0.156,2843672.71,0.0,0
1344345.12,1671877.11,442.0,1.0,4.6,4.0,0.281,1355423.71,1.0,0
1068765.63,1456522.18,493.0,15.0,20.5,0.0,0.155,2096313.21,3.0,1
764670.62,3087613.54,744.0,10.0,25.7,6.0,0.3,2193974.48,,1
297745.41,344795.57,592.0,20.0,20.9,4.0,0.32,1828215.45,2.0,0
1316815.93,2908236.06,320.0,10.0,15.5,1.0,0.108,2905748.31,0.0,1
534441.35,791620.12,314.0,10.0,18.6,1.0,0.215,1589929.36,1.0,1
1806100.06,4048794.26,680.0,1.0,16.1,4.0,0.404,1066639.34,,0
851978.4,448775.43,847.0,3.0,8.9,2.0,0.268,1683225.52,3.0,0
1135797.07,4540480.37,321.0,3.0,28.9,7.0,0.057,2602587.5,4.0,1
283664.64,1423943.2,475.0,3.0,18.1,1.0,0.591,1167056.59,0.0,0
1614766.31,1434548.29,330.0,10.0,12.1,5.0,0.237,1097210.78,4.0,1
1384439.24,1239967.69,602.0,3.0,1.9,1.0,0.259,1115675.79,2.0,0
1960477.69,369399.81,543.0,15.0,1.3,0.0,0.445,2928118.38,5.0,1
1624696.96,885818.52,752.0,15.0,11.7,5.0,0.307,2778454.62,0.0,1
1630724.97,1782127.13,615.0,10.0,8.1,4.0,0.131,2371929.26,3.0,0
647932.21,,564.0,20.0,25.3,4.0,0.212,162982.63,5.0,1
678864.1,2606934.27,428.0,20.0,2.7,7.0,0.148,1420248.34,3.0,1
1044385.57,240807.28,667.0,3.0,9.2,3.0,0.202,702050.6,1.0,0
1980506.24,4075861.99,531.0,2.0,27.4,3.0,0.415,2570548.46,0.0,0
1922539.44,4743120.05,577.0,3.0,7.9,1.0,0.42,1291694.63,4.0,1
808085.37,508321.65,835.0,15.0,11.2,3.0,0.6,1913664.04,0.0,1
670008.79,1909529.44,472.0,10.0,19.0,1.0,0.294,93159.76,1.0,0
1366332.35,1707950.57,658.0,20.0,5.2,4.0,0.545,323619.13,4.0,1
1252428.38,2042456.22,359.0,3.0,7.8,5.0,0.375,2859668.83,,1
513392.24,644759.87,686.0,2.0,23.0,7.0,0.46,2064984.58,3.0,0
216408.39,4695690.34,673.0,15.0,10.8,6.0,0.363,1962907.91,4.0,0
914656.23,3047451.38,304.0,15.0,1.2,0.0,0.452,2502651.62,0.0,0
114256.25,176976.6,829.0,3.0,7.6,,0.296,1979386.73,3.0,0
1628918.99,4941620.13,466.0,1.0,24.3,1.0,0.471,387870.92,5.0,0
1988700.96,264900.87,773.0,2.0,26.5,4.0,0.55,933377.91,3.0,1
792777.71,4695630.14,688.0,3.0,6.6,3.0,0.091,1013512.08,5.0,0
454420.86,1715720.92,779.0,5.0,9.0,2.0,0.217,2500708.22,0.0,0
849975.53,3287852.1,486.0,10.0,28.0,1.0,0.23,284429.79,5.0,1
1762929.39,2035433.84,640.0,3.0,15.5,0.0,0.178,1675967.51,3.0,0
1245248.94,3085479.1,734.0,15.0,9.7,1.0,0.382,2686520.08,0.0,0
1426234.14,405950.36,638.0,10.0,24.2,1.0,0.347,600731.46,1.0,0
1736472.18,3570590.68,760.0,1.0,23.7,3.0,,1100882.95,5.0,0
1199422.79,2709886.92,550.0,2.0,27.2,7.0,0.505,2766062.31,1.0,0
1574111.5,1191695.35,730.0,1.0,8.5,3.0,0.225,57214.78,0.0,1
994780.63,1723036.36,661.0,15.0,29.3,4.0,0.523,1801138.03,5.0,1
1222413.53,2946069.33,779.0,5.0,8.5,0.0,0.087,2135110.58,1.0,0
603218.89,1776706.03,,2.0,0.5,4.0,0.158,1404749.91,4.0,0
1755325.03,2488286.11,763.0,3.0,9.8,0.0,0.365,148396.92,1.0,0
989889.35,3162787.31,845.0,3.0,4.4,,0.382,1142636.99,2.0,0
788309.85,2297877.37,,20.0,15.9,4.0,0.439,2904091.13,0.0,0
1305017.94,4328971.99,,,19.4,5.0,0.109,195341.2,3.0,0
1314242.08,410546.39,474.0,5.0,26.4,4.0,0.384,2235957.74,1.0,1
1332950.33,1357293.1,787.0,10.0,21.2,4.0,0.47,865684.24,2.0,0
1628619.21,4959984.86,756.0,10.0,12.9,1.0,0.192,1944190.48,2.0,0
1991937.38,1307535.49,808.0,15.0,25.6,1.0,0.461,562620.16,4.0,1
1714447.41,2797607.32,327.0,,19.0,0.0,0.199,1030382.56,1.0,0
1269162.85,1578947.67,400.0,15.0,14.3,2.0,0.561,592521.34,5.0,1
207522.6,754144.19,738.0,3.0,10.5,3.0,0.195,1236141.39,0.0,0
387493.06,1694594.76,394.0,2.0,16.5,3.0,0.071,1614920.17,0.0,0
1887915.5,220897.87,792.0,2.0,20.8,3.0,0.208,1445120.55,1.0,0
1940643.07,4200282.5,472.0,2.0,17.3,7.0,0.456,639539.24,2.0,1
,4013986.26,538.0,1.0,28.0,7.0,0.318,2787093.57,0.0,0
1178850.92,156146.68,660.0,2.0,6.8,5.0,0.382,2590455.36,1.0,1
1424122.65,1889744.45,742.0,5.0,1.2,3.0,0.491,1016699.77,3.0,0
1907770.95,1908248.32,803.0,3.0,9.5,6.0,0.272,,5.0,1
332436.27,609985.96,849.0,15.0,19.6,1.0,0.544,1037376.69,1.0,0
1814781.36,1745267.28,587.0,1.0,25.1,7.0,0.19,1392170.26,1.0,1
1452187.92,4638902.99,529.0,2.0,9.6,1.0,0.135,12387.44,2.0,0
1693122.74,885855.9,841.0,2.0,24.7,2.0,0.062,437231.01,1.0,0
387416.66,4345066.8,667.0,15.0,8.2,5.0,0.276,2996752.89,3.0,0
433065.06,2399744.51,327.0,5.0,13.0,1.0,0.091,2408397.42,1.0,1
1320302.13,4394540.41,587.0,2.0,14.6,,0.18,380421.62,,0
717452.77,4742633.55,328.0,2.0,10.9,0.0,0.091,581448.58,4.0,0
1835787.91,2209877.91,686.0,10.0,3.9,3.0,0.124,1325594.39,2.0,0
507455.4,3419517.53,565.0,3.0,18.1,0.0,0.327,1116145.25,4.0,0
287970.26,4896678.98,665.0,10.0,16.5,7.0,0.156,702895.47,3.0,0
520129.15,2212958.73,767.0,3.0,11.8,3.0,0.209,970253.33,0.0,0
1010228.33,4812338.19,425.0,5.0,6.8,4.0,0.133,1923930.14,1.0,0
1337013.68,3133764.76,379.0,1.0,14.5,2.0,0.575,2308416.91,0.0,0
1779933.53,2711720.71,482.0,20.0,27.9,3.0,0.362,2367842.6,0.0,1
505531.82,4202016.6,376.0,10.0,26.3,2.0,0.109,590937.29,0.0,0
637410.09,3778236.14,511.0,1.0,8.0,1.0,0.401,248086.63,0.0,0
386822.35,3518390.69,840.0,15.0,18.5,2.0,0.215,1738568.98,2.0,0
715520.84,4103534.67,308.0,3.0,4.2,3.0,0.43,1993683.11,3.0,1
1400220.83,3036678.65,767.0,5.0,,5.0,0.545,1677925.71,1.0,1
293840.42,2715870.12,837.0,5.0,16.8,2.0,0.233,1379060.54,1.0,0
789532.25,1928044.43,351.0,5.0,14.8,3.0,0.115,1587819.19,0.0,1
107041.04,1531472.37,584.0,5.0,8.0,4.0,0.559,2070664.88,0.0,0
671754.32,2809735.25,479.0,5.0,15.0,3.0,0.236,2846278.39,0.0,0
1628244.36,1845060.62,524.0,2.0,22.2,6.0,0.495,2234856.38,1.0,1
1817153.75,1528536.65,703.0,2.0,14.0,1.0,0.393,257245.85,2.0,1
1171812.89,4538622.37,679.0,3.0,2.8,0.0,0.519,2559119.1,3.0,0
216004.92,1991505.7,791.0,20.0,27.5,0.0,0.468,373478.39,3.0,0
350434.26,572638.57,803.0,15.0,28.9,0.0,0.587,2807885.68,5.0,0
665820.91,4829394.76,541.0,5.0,4.2,4.0,0.139,2545564.26,5.0,0
1066810.11,210701.52,639.0,2.0,28.4,6.0,0.318,506380.52,0.0,1
246228.82,3699949.35,418.0,15.0,24.2,6.0,0.514,967709.37,2.0,1
1917519.88,3346277.37,428.0,3.0,26.4,3.0,0.183,787227.67,0.0,0
201870.8,464773.16,718.0,15.0,7.2,0.0,0.136,1851821.01,1.0,0
1950124.5,1358494.28,391.0,15.0,,2.0,0.153,2292745.91,5.0,1
1172720.42,4289277.05,639.0,10.0,29.3,4.0,0.396,2038996.47,5.0,1
,2956430.86,309.0,20.0,23.5,,0.273,507707.28,4.0,1
577959.12,2980962.19,365.0,15.0,9.8,6.0,0.287,864475.13,2.0,1
949049.56,374405.3,823.0,15.0,28.3,0.0,0.359,657636.34,4.0,1
1288100.32,3020827.18,739.0,1.0,25.5,1.0,0.371,1671488.12,5.0,0
1217803.7,2159800.65,573.0,,15.2,5.0,0.469,578632.54,2.0,1
1751359.2,791931.07,607.0,5.0,28.4,0.0,0.059,1137743.7,4.0,1
689456.35,2366506.32,627.0,2.0,15.9,6.0,0.308,2808891.86,1.0,0
400222.68,2167188.0,518.0,10.0,4.8,3.0,0.259,2677236.4,5.0,1
993039.46,1484712.91,588.0,20.0,11.8,4.0,0.3,657430.87,4.0,1
690408.23,3926711.36,615.0,20.0,0.9,5.0,0.083,1176772.04,4.0,0
873358.8,441353.62,802.0,1.0,11.2,2.0,0.444,2282100.41,0.0,0
525604.22,862288.5,726.0,15.0,21.0,0.0,0.181,123898.61,3.0,1
1243966.94,3783945.7,621.0,15.0,1.8,2.0,0.503,62412.52,5.0,1
1745775.81,3731149.82,449.0,1.0,22.9,2.0,0.142,685275.01,2.0,1
169381.07,568010.79,312.0,5.0,25.4,2.0,0.249,1726096.64,0.0,0
243097.31,978538.28,,20.0,4.1,4.0,0.241,2881479.32,2.0,0
1653211.56,1953244.94,466.0,15.0,0.2,7.0,0.591,675080.67,0.0,1
659252.41,3601454.44,398.0,2.0,20.4,0.0,0.143,2222777.83,4.0,0
,3520869.34,356.0,2.0,24.3,,0.241,1528234.78,3.0,0
1213936.65,2207819.99,421.0,15.0,9.4,0.0,0.489,488259.84,3.0,1
571481.56,4106998.64,774.0,20.0,14.3,2.0,0.284,1435290.96,2.0,0
1554192.43,4227476.8,590.0,10.0,19.8,3.0,0.258,2958689.24,5.0,0
1106310.72,3793321.21,399.0,15.0,6.3,3.0,0.214,1344163.16,0.0,0
1385506.19,1573807.15,573.0,15.0,4.7,1.0,0.47,1624635.2,0.0,1
807586.2,4387338.32,838.0,2.0,9.3,1.0,0.135,828708.32,1.0,0
490546.28,2467984.38,833.0,1.0,17.4,2.0,0.484,451581.81,2.0,0
1676248.87,1065501.72,573.0,20.0,16.2,2.0,0.348,1865151.28,1.0,1
1852052.14,3502824.71,324.0,5.0,15.1,1.0,0.237,2074636.13,2.0,1
176332.3,1078531.32,356.0,15.0,12.3,7.0,0.401,2911571.51,0.0,1
1307964.2,1343569.26,740.0,15.0,8.3,4.0,0.462,1414260.9,5.0,1
1440294.45,4568932.43,579.0,3.0,28.0,0.0,0.093,1933952.86,1.0,0
182680.7,4795608.02,409.0,,20.6,5.0,0.208,1537838.2,1.0,0
1263472.7,323118.87,,2.0,7.4,2.0,0.504,1884722.48,0.0,0
1346697.15,4305114.01,696.0,15.0,4.3,3.0,0.144,818165.91,1.0,0
809995.77,1972741.73,402.0,3.0,14.9,6.0,0.144,65230.57,5.0,1
596133.19,2597306.67,375.0,5.0,15.3,1.0,0.31,1834528.02,2.0,0
1920518.64,3626806.74,691.0,15.0,15.5,6.0,0.398,2878274.36,0.0,0
1448418.68,4757453.71,447.0,5.0,7.1,0.0,0.056,470364.81,4.0,1
1958171.49,4702344.85,818.0,5.0,24.8,1.0,0.165,488755.79,3.0,0
925752.16,1162439.64,837.0,5.0,20.2,1.0,0.24,1741884.49,2.0,0
1409763.9,1224085.36,656.0,3.0,20.9,0.0,0.073,612337.42,2.0,1
1053940.33,1744489.57,455.0,10.0,16.2,4.0,0.483,2643678.89,5.0,1
91024.57,3206911.04,682.0,10.0,6.2,4.0,0.176,2606208.07,,0
1586557.77,4477955.66,830.0,5.0,22.9,5.0,0.552,2996223.85,5.0,1
239174.96,4116631.15,817.0,5.0,27.9,2.0,0.281,1319642.79,1.0,0
352927.43,4310535.86,311.0,1.0,29.7,0.0,0.109,2434593.19,4.0,0
837093.65,4543009.22,662.0,1.0,19.1,4.0,0.315,2084686.7,4.0,0
1016604.96,2301617.78,616.0,2.0,28.4,7.0,0.071,2371226.84,2.0,0
288818.98,2157500.3,847.0,15.0,26.0,7.0,0.136,1787937.9,2.0,0
547118.51,3837366.44,634.0,2.0,16.0,5.0,0.136,5487.32,5.0,0
1879574.39,4671664.5,545.0,1.0,26.2,4.0,0.348,2787588.62,4.0,0
1674691.67,4440184.77,334.0,10.0,3.5,1.0,0.263,1712383.91,2.0,0
1269926.68,2678821.5,552.0,10.0,3.6,0.0,0.475,2708439.44,0.0,1
95697.01,280653.52,402.0,2.0,22.3,4.0,0.315,1178503.76,1.0,1
1016866.02,3879791.57,762.0,5.0,7.3,4.0,0.569,372301.08,0.0,0
76949.68,3378074.6,397.0,5.0,28.9,1.0,0.305,2747336.57,4.0,1
245587.86,,502.0,2.0,12.7,5.0,0.18,367266.91,1.0,0
570194.63,4562861.18,848.0,15.0,17.2,6.0,0.552,1438095.03,1.0,0
1953644.26,4403133.09,,20.0,26.7,3.0,0.416,1620681.99,1.0,0
1316047.49,2661364.51,431.0,20.0,6.2,4.0,0.247,2556358.5,3.0,1
